23278.1	6580.59	97.5801	1330.21
23220.7	6605.71	157.492	1328.99
23313.3	6782.81	143.287	1141.07
23274.5	6594.28	105.578	1319.56
23238.2	6588.13	135.13	1338.57
23238.2	6588.13	135.13	1338.57
22817.6	6413.64	441.581	1645.7
22888.5	5599.29	74.9223	2328.75
20612	6283.05	2338.56	2573.52
20612	6283.05	2338.56	2573.52
20555.6	6292.25	2392	2586.27
20555.6	6292.25	2392	2586.27
19957.5	6174.45	2884.51	2910.56
19894.5	6454.58	3045.71	2689.91
20136.1	6651.22	2906.93	2426.53
20110.6	6648.11	2926.04	2439.14
20087.5	6640.48	2943.89	2454.27
18820.9	3678.19	2917.15	5537.74
18860.4	3684.07	2884.25	5517.7
18818.1	3664.85	2914.33	5550.24
18818.1	3664.85	2914.33	5550.24
18807.5	3667.09	2925.74	5552.87
19813.4	6466.91	3121.66	2708.72
19813.4	6466.91	3121.66	2708.72
18788.1	6509.13	4050.36	3050.7
19900.5	6591.59	3087.99	2567.65
18316	4454.24	3672.36	5036.8
18360.4	4416.37	3620.67	5050.67
18517.4	4111.71	3364.44	5260.65
18501.9	4122.03	3382.66	5257.14
18567.3	7486.85	4610.76	2276.73
18025.3	5462.87	4327.63	4248.97
17564	5418.84	4723.37	4455.92
17568.8	5408.51	4715.76	4462.54
17575.8	5402.27	4707.28	4465.33
17611.2	5349.72	4655.66	4497.9
17611.2	5349.72	4655.66	4497.9
17574.5	5414.47	4712.04	4453.31
17572.1	5389.07	4703.09	4479.18
16835.2	4624.44	5072.04	5417.41
18355.7	8938.89	5338.22	1075.96
17331	8090.53	5936.89	2210.71
17544	6883.82	5293.94	3184.93
16629	6778.79	6066.91	3614.19
16652.9	6764.3	6040.08	3617.79
17268.4	6049.3	5224.88	4013.59
16468.1	6368.8	6055.48	4031.95
16468.1	6368.8	6055.48	4031.95
17558.7	6893.31	5285.17	3171.08
16627.3	6789.81	6072.61	3605.16
16656.6	6752.12	6032.62	3627.4
17275	6001.36	5200.79	4052.95
17023.9	5380.24	5190.08	4687.34
16446.4	5715.36	5827.64	4613.07
16304.1	5696.21	5948.28	4676.89
16269	5693.95	5978.31	4691.53
17126.5	5533.09	5154.55	4519.7
16288.6	5720.15	5970.66	4661.08
16427.4	5588.28	5799.7	4724.23
15975	5226.74	6063.79	5207.56
15930.8	4794.98	5940.81	5596.12
16302	8575.58	7035.67	2168.39
16338.6	8553.69	6995.11	2173.76
16361.8	8553.39	6974.18	2165.56
16357.4	8543.14	6974.79	2175.49
16283.8	7114.72	6501.05	3448.63
15548.4	6284.82	6840.07	4444.34
15856.5	5885.47	6415.84	4676.88
15579.2	5590.79	6551.27	5036.47
15579.2	5590.79	6551.27	5036.47
15906.8	5903.16	6377.92	4642.15
15419.1	5550.24	6671.31	5218.79
15714.8	5214.63	6289.85	5311.04
14896.5	5517.2	7129.56	5351.36
15393.5	5449.04	6663.04	5228.87
15429.7	5559.05	6709.85	5232.81
15389.9	5437.93	6662.26	5240.17
15622.3	5382.45	6435.42	5200.18
15398.2	5441.88	6656.04	5233.14
15545.4	7554.86	7334.95	3345.44
15545.4	7554.86	7334.95	3345.44
