Pt.x,Pt.y,Id
790.982,2908.815,359
781.654,4913.265,360
782.445,4981.053,361
787.773,4365.858,362
784.663,4897.641,363
793.307,3179.274,364
833.855,7573.545,365
834.91,7495.929,366
791.685,4520.439,367
837.539,7393.533,368
792.859,4530.414,369
838.648,7364.385,370
800.236,3194.247,371
794.323,5129.397,372
799.501,4333.35,373
799.611,4325.181,374
805.591,3008.271,375
801.308,4387.383,376
802.015,4384.296,377
808.065,2974.02,378
802.095,4555.74,379
803.878,4359.978,380
792.46,8831.466,381
822.217,1928.97,382
812.608,3194.1,383
808.731,4324.152,384
855.973,7356.216,385
812.015,4590.327,386
813.735,4476.297,387
816.875,4340.532,388
822.707,3350.466,389
860.194,7513.485,390
862.348,7365.015,391
813.435,8511.006,392
818.618,4564.812,393
818.595,4608.345,394
814.151,6594.588,395
822.377,4266.423,396
820.8,4616.787,397
867.579,7581.987,398
825.319,4440.66,399
814.71,8802.402,400
838.331,2257.71,401
870.79,7358.988,402
826.932,4319.448,403
871.481,7375.221,404
831.86,3128.328,405
871.964,7497.84,406
828.901,4470.228,407
875.608,7398.552,408
870.82,7778.631,409
843.379,2288.622,410
833.347,4236.918,411
833.114,4509.54,412
836.785,4164.678,413
879.917,7476.525,414
834.735,4537.638,415
876.175,7782.327,416
836.275,4482.744,417
829.515,8792.091,418
884.558,7503.09,419
853.125,2421.741,420
887.355,7351.659,421
839.836,4973.01,422
834.83,9102.912,423
846.39,4168.017,424
837.394,8785.959,425
845.775,4557.777,426
846.136,4567.731,427
891.95,7475.328,428
858.906,2422.308,429
851.458,4155.354,430
893.479,7379.4,431
846.212,4958.079,432
895.749,7364.574,433
847.407,4997.244,434
851.004,4518.045,435
845.821,6588.12,436
864.232,2285.136,437
863.696,2406.264,438
852.163,4440.576,439
851.615,4594.485,440
855.387,4410.357,441
851.68,4891.614,442
856.806,4367.685,443
901.706,7412.391,444
869.255,2414.055,445
863.224,4150.083,446
904.434,7402.059,447
870.528,2518.131,448
904.806,7422.429,449
860.366,4438.812,450
906.688,7390.53,451
856.947,6590.577,452
871.731,2645.643,453
863.85,4448.157,454
875.318,2421.93,455
875.788,2287.299,456
909.323,7467.831,457
881.192,2167.578,458
878.186,2276.211,459
857.451,8717.961,460
867.035,4474.113,461
874.209,2938.971,462
868.342,4463.76,463
860.349,9085.104,464
875.486,2962.428,465
913.595,7369.95,466
870.269,4550.742,467
883.638,2270.289,468
883.012,2554.251,469
885.032,2281.02,470
873.041,4577.727,471
879.165,4127.172,472
881.553,3327.03,473
886.005,2567.019,474
885.165,2595.243,475
885.209,2461.011,476
886.475,2452.359,477
919.924,7605.948,478
877.241,4373.082,479
867.023,8707.608,480
882.536,4117.785,481
886.63,4125.072,482
891.288,2621.787,483
892.918,2585.247,484
881.67,4588.269,485
893.544,2601.837,486
928.49,7383.705,487
895.341,2482.746,488
893.792,2636.571,489
895.19,2630.607,490
884.178,5066.859,491
899.251,2284.191,492
886.694,4630.794,493
933.805,7317.492,494
935.365,7326.207,495
932.835,7491.561,496
889.671,4407.921,497
935.397,7444.437,498
891.248,4459.917,499
894.909,4253.298,500
892.364,4966.521,501
895.952,4411.701,502
904.077,3206.532,503
895.91,4983.573,504
910.331,2472.519,505
900.952,4238.85,506
900.982,4381.062,507
897.807,4953.606,508
917.566,1893.341,509
917.513,2576.574,510
900.085,8645.994,511
911.247,4234.02,512
909.634,4369.386,513
916.333,2906.61,514
911.57,4736.466,515
922.753,3313.485,516
911.854,4983.09,517
916.165,4366.488,518
922.973,2932.062,519
932.526,1961.318,520
963.568,7364.028,521
916.753,4691.274,522
922.774,4224.759,523
921.115,4987.521,524
920.417,4678.149,525
928.154,4259.724,526
942.925,1947.635,527
976.586,7351.533,528
929.914,4983.846,529
947.245,2340.597,530
931.812,5019.462,531
979.654,7294.434,532
947.959,2274.594,533
982.752,7354.914,534
943.207,4217.178,535
947.526,2970.387,536
937.201,4837.119,537
952.167,3308.718,538
958.15,2529.03,539
964.36,2046.702,540
947.579,4755.702,541
995.633,7379.694,542
946.334,9052.218,543
960.353,3379.929,544
934.771,10508.421,545
959.86,2954.217,546
962.672,3394.965,547
954.209,6790.203,548
953.051,4736.046,549
956.588,4222.533,550
963.656,2815.533,551
969.818,2487.177,552
1003.325,7580.664,553
959.519,4980.507,554
961.443,4782.351,555
972.329,3228.519,556
984.054,1981.728,557
977.882,2517.774,558
977.483,3457.86,559
977.838,3440.052,560
968.199,4742.472,561
972.695,4215.225,562
972.195,4230.639,563
968.657,4984.749,564
982.132,3078.264,565
972.476,4765.992,566
973.371,4919.523,567
959.839,10623.081,568
960.475,10634.925,569
987.571,2463.594,570
987.542,3428.46,571
980.522,4250.946,572
979.066,4734.618,573
980.186,4685.31,574
990.037,3069.906,575
991.305,3457.377,576
980.744,4604.754,577
967.835,10656.093,578
991.914,2847.453,579
983.331,4944.555,580
969.555,10466.988,581
984.932,4625.67,582
1001.179,2063.827,583
985.037,4987.899,584
997.191,2503.725,585
981.473,8580.138,586
985.433,4974.501,587
995.486,3066.693,588
995.753,3082.044,589
997.124,3452.82,590
996.419,3319.134,591
988.712,4518.633,592
986.591,4823.805,593
988.865,4608.681,594
987.477,4966.227,595
989.058,4680.48,596
973.932,10663.506,597
974.82,10624.425,598
1008.319,1937.429,599
989.119,5016.312,600
992.586,6751.605,601
1001.599,3001.593,602
991.148,4916.1,603
995.562,4370.184,604
993.464,4985.862,605
993.932,4976.286,606
1005.211,3308.214,607
997.742,4221.903,608
996.379,4514.916,609
1043.95,7388.619,610
1044.616,7375.515,611
997.807,4588.395,612
997.345,4954.824,613
998.378,4609.92,614
1006.654,3213.273,615
997.487,4964.736,616
1009.128,3098.046,617
1009.701,3091.872,618
1001.144,4744.488,619
993.334,10225.236,620
1002.588,6756.477,621
1003.842,6747.972,622
1012.435,3451.497,623
1003.535,4669.224,624
990.826,10426.773,625
990.238,10631.922,626
1017.599,2451.834,627
1005.602,4779.243,628
1005.74,4699.569,629
1010.499,5241.831,630
1007.357,4578.189,631
991.601,10937.577,632
1019.825,3309.306,633
1009.63,4983.825,634
1009.182,5002.704,635
1010.56,4740.162,636
1010.425,4790.352,637
1011.053,4769.436,638
997.055,10711.008,639
1023.391,3152.079,640
1012.572,4958.667,641
1013.689,4760.847,642
1017.017,4189.899,643
1010.68,8518.881,644
1010.411,8562.666,645
1013.08,6510.21,646
1025.233,3323.607,647
1025.388,2838.738,648
1016.873,4692.429,649
1026.392,3283.035,650
1026.772,3154.872,651
1027.165,2827.65,652
1030.552,2345.154,653
1028.922,3174.045,654
1004.046,10895.241,655
1004.035,10942.701,656
1022.341,4183.242,657
1020.384,4734.786,658
1021.539,4486.797,659
1031.014,3130.428,660
1005.717,10853.871,661
1032.394,3213.168,662
1005.959,10697.421,663
1024.957,4169.634,664
1033.133,3102.687,665
1008.286,10622.283,666
1033.202,3260.208,667
1037.883,2636.592,668
1008.269,10674.447,669
1025.006,4767.987,670
1037.36,3315.522,671
1028.685,6760.866,672
1039,2467.017,673
1039.28,2411.136,674
1037.549,3061.17,675
1028.374,4597.488,676
1011.885,10714.158,677
1073.224,7469.994,678
1048.12,1953.113,679
1040.088,3138.513,680
1035.81,3298.701,681
1029.836,4985.253,682
1016.614,10564.092,683
1043.826,2444.883,684
1034.777,4457.943,685
1077.128,7414.932,686
1017.143,10696.812,687
1046,2290.029,688
1080.492,7381.92,689
1019.695,10616.445,690
1037.037,4476.57,691
1038.005,4465.356,692
1082.863,7398.384,693
1019.726,10665.564,694
1046.037,3261.51,695
1049.076,2412.753,696
1039.794,4153.233,697
1038.649,4572.309,698
1037.675,4731.657,699
1039.546,4581.633,700
1048.847,2711.982,701
1051.319,2375.037,702
1050.676,2967.069,703
1024.79,10772.685,704
1037.954,8506.05,705
1053.009,2416.953,706
1025.827,10590.237,707
1025.499,10870.482,708
1051.172,3460.737,709
1051.546,3229.527,710
1042.07,4991.175,711
1042.768,4519.431,712
1056.844,2272.326,713
1060.359,2526.111,714
1028.292,10608.717,715
1045.668,4680.816,716
1059.194,2185.155,717
1045.021,5009.025,718
1058.803,2316.678,719
1060.273,2347.044,720
1031.732,10888.479,721
1060.752,2382.093,722
1065.099,2026.58,723
1034.174,10559.073,724
1049.221,4749.192,725
1058.488,3310.902,726
1061.968,2259.264,727
1050.59,4586.379,728
1062.915,2405.109,729
1051.329,4713.849,730
1051.485,4563.573,731
1059.164,3444.525,732
1052.375,4602.108,733
1055.305,4148.613,734
1038.125,10912.86,735
1064.295,2948.757,736
1055.991,4491.06,737
1054.836,4726.827,738
1101.141,7385.889,739
1068.352,2380.917,740
1056.073,4687.83,741
1069.589,2332.155,742
1057.453,4519.032,743
1067.823,2940.126,744
1070.981,2266.614,745
1041.489,10662.624,746
1072.405,2183.937,747
1104.961,7416.99,748
1044.28,10864.098,749
1045.454,10897.467,750
1062.541,4671.219,751
1078.432,2023.487,752
1046.558,10599.834,753
1076.036,2212.077,754
1047.503,10539.438,755
1076.055,2203.719,756
1048.177,10879.092,757
1066.567,4351.767,758
1072.84,3460.212,759
1065.338,4640.475,760
1076.473,2941.911,761
1076.615,2898.42,762
1051.466,10886.694,763
1077.344,2888.487,764
1082.382,2275.182,765
1080.255,2527.77,766
1079.4,2696.694,767
1053.434,10850.259,768
1079.885,2645.937,769
1083.936,2201.409,770
1083.491,2217.432,771
1073.127,4249.329,772
1081.807,2907.849,773
1082.019,2874.48,774
1083.209,2671.788,775
1075.263,4518.738,776
1059.813,10518.711,777
1083.188,3308.487,778
1058.633,10635.408,779
1059.868,10793.643,780
1076.662,4511.514,781
1090.087,2250.339,782
1059.61,10673.754,783
1076.158,4704.966,784
1077.128,4646.649,785
1061.453,10899.126,786
1091.685,2109.975,787
1090.795,2212.56,788
1093.39,2085.521,789
1090.272,2526.573,790
1092.332,2198.553,791
1091.901,3269.406,792
1089.95,2643.732,793
1090.795,2556.435,794
1090.4,2629.704,795
1064.5,10846.416,796
1090.534,2672.775,797
1090.908,2885.61,798
1082.065,4591.692,799
1082.701,4718.994,800
1084.01,4578.273,801
1068.927,10887.786,802
1085.053,4451.37,803
1069.612,10867.185,804
1085.759,4683.021,805
1096.25,2912.784,806
1087.193,4641.273,807
1071.13,10596.159,808
1090.301,4497.885,809
1090.167,4265.604,810
1102.704,2258.823,811
1104.26,2087.098,812
1091.628,4511.136,813
1075.15,10828.104,814
1075.971,10822.728,815
1105.314,2310.042,816
1106.868,2098.379,817
1135.909,7559.874,818
1093.56,4629.576,819
1137.654,7564.557,820
1104.564,2644.404,821
1103.355,3534.237,822
1107.918,2196.495,823
1078.682,10776.024,824
1092.494,8341.179,825
1079.091,10693.704,826
1106.051,2632.077,827
1104.22,3517.773,828
1097.599,9713.676,829
1109.829,2104.347,830
1108.811,2454.018,831
1107.691,2500.533,832
1097.355,4675.44,833
1095.862,8354.409,834
1111.074,2289.315,835
1098.959,4586.694,836
1108.609,2530.374,837
1107.775,3335.115,838
1108.47,2818.956,839
1082.136,10792.278,840
1100.862,4503.072,841
1113.29,2325.54,842
1111.423,2547.363,843
1102.689,4434.927,844
1112.977,2185.407,845
1100.129,4808.433,846
1102.053,4566.072,847
1102.202,4513.593,848
1085.83,10540.404,849
1086.135,10798.473,850
1116.7,2096.424,851
1102.844,4680.963,852
1087.09,10838.94,853
1116.251,2314.368,854
1113.25,2562.483,855
1104.833,4592.385,856
1105.646,4312.875,857
1112.929,3545.367,858
1146.275,7483.455,859
1119.873,2113.755,860
1115.984,2762.718,861
1107.246,6747.237,862
1115.913,2813.79,863
1109.52,4257.141,864
1115.917,3316.551,865
1109.044,4673.739,866
1124.561,1995.613,867
1152.186,7478.394,868
1123.38,2326.002,869
1122.652,2532.726,870
1094.155,10614.303,871
1113.069,4645.137,872
1109.793,4873.155,873
1107.968,8368.983,874
1123.844,2475.48,875
1096.374,10587.171,876
1155.118,7606.41,877
1114.165,4598.307,878
1097.315,10604.538,879
1115.812,4241.034,880
1098.817,10772.706,881
1122.742,3451.182,882
1131.266,1950.272,883
1114.247,9686.817,884
1126.696,2671.158,885
1125.678,2925.489,886
1117.211,4615.758,887
1117.515,5155.962,888
1126.99,2997.099,889
1116.996,4448.178,890
1116.694,4876.452,891
1102.502,10579.947,892
1160.893,7533.351,893
1119.896,4629.723,894
1120.98,4557.756,895
1103.712,10711.302,896
1161.983,7619.43,897
1121.476,4593.792,898
1122.528,4476.528,899
1105.041,10817.667,900
1105.53,10604.034,901
1125.09,4257.498,902
1124.655,4540.473,903
1127.902,9256.191,904
1107.563,10805.13,905
1135.38,2843.547,906
1139.731,2077.387,907
1108.926,10779.909,908
1125.275,4602.255,909
1125.004,4511.409,910
1133.143,3524.535,911
1127.074,5066.145,912
1134.29,3405.696,913
1127.421,4335.24,914
1128.422,4520.733,915
1111.244,10631.88,916
1137.02,3339.105,917
1113.964,10586.478,918
1140.105,2475.312,919
1144.216,2094,920
1171.834,7625.016,921
1138.994,3232.11,922
1141.879,2489.256,923
1115.085,10819.095,924
1173.442,7608.657,925
1132.442,4321.023,926
1132.53,4529.889,927
1116.014,10580.514,928
1133.402,4454.562,929
1143.127,2562.546,930
1116.725,10612.161,931
1143.261,2602.698,932
1148.9,1971.238,933
1140.195,3510.654,934
1117.202,10546.893,935
1136.341,4444.713,936
1117.895,10792.74,937
1139.439,4020.933,938
1147.633,2238.747,939
1142.908,3397.401,940
1177.844,7602.189,941
1146.978,2478.819,942
1150.065,2221.821,943
1138.261,4233.894,944
1145.67,3494.757,945
1139.225,4538.121,946
1141.06,4475.394,947
1145.189,4006.506,948
1148.629,3427.011,949
1124.468,10816.974,950
1149.708,3447.024,951
1155.162,2229.969,952
1150.962,3199.518,953
1143.448,4251.324,954
1150.342,3451.959,955
1150.554,3416.847,956
1129.871,10647.147,957
1156.384,2843.211,958
1152.646,3242.652,959
1127.794,10599.183,960
1187.781,7438.557,961
1146.218,4468.863,962
1153.805,3358.131,963
1158.996,2310.441,964
1157.092,2815.47,965
1157.997,2560.971,966
1155.779,3611.874,967
1149.416,4438.938,968
1147.686,4762.191,969
1156.252,3490.053,970
1150.89,4321.191,971
1161.699,2359.056,972
1149.685,4576.467,973
1156.751,3412.584,974
1150.004,4485.369,975
1154.901,4028.241,976
1153.519,4452.987,977
1153.347,4470.648,978
1153.977,4534.404,979
1154.108,4406.325,980
1167.485,2045.537,981
1164.288,2268.63,982
1157.472,4033.89,983
1161.928,3437.112,984
1164.108,3091.83,985
1166.833,2599.968,986
1163.805,3490.011,987
1167.808,2551.731,988
1141.793,10459.239,989
1157.165,4774.14,990
1171.132,2112.453,991
1201.397,7445.277,992
1171.93,2238.285,993
1142.831,10558.107,994
1168.274,3215.457,995
1168.371,3247.503,996
1158.387,4913.349,997
1207.246,7449.96,998
1177.934,2185.449,999
1177.873,2249.31,1000
1166.987,4327.449,1001
1165.017,4473,1002
1177.909,2721.012,1003
1175.67,2605.575,1004
1178.348,2338.014,1005
1166.527,4498.893,1006
1172.522,3390.198,1007
1175.204,3217.368,1008
1210.797,7422.303,1009
1171.214,4030.404,1010
1168.182,4515.126,1011
1175.578,3462.354,1012
1179.866,2554.587,1013
1176.038,3314.766,1014
1170.284,4618.887,1015
1170.24,4491.27,1016
1154.599,12045.222,1017
1178.008,3132.171,1018
1179.738,3606.981,1019
1172.934,4183.872,1020
1180.433,3251.031,1021
1157.341,10474.821,1022
1173.942,4589.571,1023
1179.079,6266.883,1024
1183.081,3610.467,1025
1177.197,4092.06,1026
1191.351,1897.4,1027
1178.581,3952.095,1028
1178.161,4060.476,1029
1177.808,4323.375,1030
1177.491,4316.109,1031
1159.063,10515.708,1032
1175.924,4751.376,1033
1220.048,7449.855,1034
1177.025,4662.546,1035
1160.817,10684.947,1036
1158.675,12288.927,1037
1220.463,7493.535,1038
1193.126,2472.624,1039
1162.472,10546.389,1040
1192.873,2220.162,1041
1163.963,10446.534,1042
1160.594,12345.06,1043
1188.921,3413.382,1044
1190.026,3082.044,1045
1188.951,3402.987,1046
1197.701,2025.86,1047
1191.637,2798.859,1048
1166.907,10690.344,1049
1194.236,11510.058,1050
1185.614,4369.428,1051
1194.77,2779.98,1052
1193.846,3089.31,1053
1193.802,3252.732,1054
1196.208,2594.718,1055
1196.868,11509.911,1056
1200.69,2411.661,1057
1170.011,10711.26,1058
1185.185,4849.656,1059
1195.297,3599.442,1060
1188.023,4266.444,1061
1200.83,2101.995,1062
1203.712,1914.287,1063
1201.215,2204.223,1064
1172.987,10566.255,1065
1172.31,10673.502,1066
1188.909,4661.664,1067
1189.749,4029.816,1068
1200.887,2531.193,1069
1197.443,3499.839,1070
1192.435,4068.456,1071
1205.312,1993.633,1072
1176.229,11990.16,1073
1182.281,11824.68,1074
1194.568,4270.245,1075
1194.117,4592.511,1076
1201.775,3441.06,1077
1201.433,3484.971,1078
1199.703,3338.958,1079
1202.51,3597.363,1080
1176.638,12334.035,1081
1179.331,10666.845,1082
1205.341,2391.291,1083
1195.087,4979.058,1084
1197.351,4649.526,1085
1238.234,7533.96,1086
1181.691,10687.047,1087
1198.138,4537.239,1088
1207.515,2934.267,1089
1200.249,4407.018,1090
1182.399,10707.186,1091
1179.572,12290.691,1092
1206.385,3420.207,1093
1198.497,4251.324,1094
1204.541,3846.612,1095
1183.711,10520.223,1096
1182.833,10544.898,1097
1201.58,4414.158,1098
1203.092,6329.379,1099
1207.928,3260.901,1100
1201.664,4259.577,1101
1201.666,4267.158,1102
1215.927,2056.849,1103
1214.783,2275.287,1104
1208.794,3277.113,1105
1203.218,4471.467,1106
1200.473,4987.71,1107
1183.487,10592.505,1108
1204.961,6344.709,1109
1213.542,2591.568,1110
1210.064,3454.248,1111
1187.726,10429.65,1112
1211.99,3443.286,1113
1206.553,4397.358,1114
1217.223,2464.455,1115
1207.933,4027.674,1116
1189.549,10655.778,1117
1189.125,12033.588,1118
1219.88,2042.771,1119
1215.715,11585.511,1120
1206.71,4637.892,1121
1217.557,2547.993,1122
1212.819,3556.581,1123
1208.363,4405.611,1124
1215.052,2905.728,1125
1219.846,2309.454,1126
1220.558,2326.317,1127
1213.762,3844.302,1128
1248.078,7571.76,1129
1192.166,10680.999,1130
1210.929,4488.897,1131
1251.037,7258.482,1132
1192.632,10535.616,1133
1220.507,2370.753,1134
1217.509,3611.664,1135
1223.057,2395.428,1136
1212.042,4448.031,1137
1225.245,2105.922,1138
1223.731,2425.794,1139
1210.329,6647.088,1140
1225.65,2193.555,1141
1220.812,3246.012,1142
1214.264,4645.368,1143
1214.317,4216.359,1144
1198.065,10599.918,1145
1228.704,2229.864,1146
1217.242,4397.19,1147
1216.885,4556.202,1148
1226.211,11529.798,1149
1199.791,10499.307,1150
1224.424,3186.414,1151
1215.304,4857.678,1152
1219.783,6331.458,1153
1217.985,4977.273,1154
1216.36,4994.409,1155
1201.906,10611.006,1156
1225.419,3621.198,1157
1201.845,10666.173,1158
1217.24,5002.032,1159
1229.523,2287.95,1160
1225.167,3519.117,1161
1220.117,4503.135,1162
1219.203,4725.924,1163
1221.889,4323.249,1164
1204.058,10422.195,1165
1204.482,10603.068,1166
1231.031,2887.5,1167
1230.47,3251.577,1168
1228.754,3480.309,1169
1206.788,10414.761,1170
1232.385,2915.808,1171
1223.853,4332.195,1172
1206.148,10524.381,1173
1224.21,4774.119,1174
1225.636,4252.983,1175
1224.287,4608.807,1176
1226.396,4556.748,1177
1240.035,2015.41,1178
1226.249,4497.612,1179
1239.286,2181.963,1180
1237.673,2354.184,1181
1241.152,2065.734,1182
1226.127,4800.6,1183
1229.525,4386.963,1184
1230.062,4439.022,1185
1233.878,3485.937,1186
1240.705,2463.111,1187
1233.67,3430.938,1188
1237.196,3445.827,1189
1238.206,3579.849,1190
1231.889,4485.39,1191
1272.573,7509.201,1192
1272.012,7647.843,1193
1233.206,4263.231,1194
1241.491,2905.938,1195
1247.642,2117.976,1196
1237.007,3964.254,1197
