Pt.x,Pt.y,Id
677.359,2399.103,288
678.017,3827.418,289
682.437,2421.594,290
682.496,6589.128,291
682.922,1859.582,292
683.141,6757.821,293
683.393,2413.992,294
685.022,4181.352,295
688.472,6591.48,296
690.05,4201.911,297
691.75,6659.268,298
692.116,5183.262,299
692.927,6668.991,300
694.892,2406.285,301
696.2,3973.578,302
696.494,6571.761,303
698.725,1866.944,304
698.771,3414.033,305
702.408,3750.579,306
704.997,2208.15,307
705.365,2420.964,308
707.303,1890.913,309
707.593,2240.994,310
709.017,1867.717,311
710.432,3469.452,312
713.416,2410.779,313
715.751,2242.317,314
716.104,1847.244,315
720.359,3576.678,316
722.692,6548.136,317
722.837,6985.125,318
723.146,5957.343,319
726.023,4147.311,320
726.65,2300.403,321
727.639,3584.259,322
730.636,6665.106,323
730.859,4340.028,324
733.391,2278.563,325
735.88,3566.64,326
737.125,4052.769,327
737.759,3682.266,328
738.07,2288.013,329
738.259,2304.897,330
738.354,3587.031,331
739.939,6988.044,332
742.491,3549.042,333
742.881,6577.704,334
746.105,3404.772,335
748.86,3973.347,336
748.967,2546.418,337
750.74,3414.579,338
750.828,2164.197,339
751.33,3512.649,340
751.741,6987.036,341
752.848,3524.283,342
754.007,3544.716,343
755.271,4141.935,344
756.313,3477.726,345
756.806,3424.239,346
759.877,3689.175,347
762.302,3630.354,348
762.537,6695.304,349
763.176,3556.287,350
765.956,3525.081,351
766.452,2026.126,352
767.563,3542.406,353
768.012,6636.21,354
768.478,3711.183,355
768.711,5642.028,356
770.984,2269.764,357
775.005,3956.652,358
777.143,2016.063,359
777.599,3963.225,360
777.958,4028.766,361
779.226,3438.54,362
780.438,3948.294,363
781.022,2279.424,364
781.507,6803.664,365
782.517,6728.799,366
784.451,3589.362,367
784.774,6628.44,368
784.959,3599.988,369
785.219,6601.686,370
787.353,2295.3,371
788.189,4181.373,372
790.037,3409.413,373
790.936,3401.181,374
792.517,2111.403,375
792.863,3460.527,376
793.38,3457.797,377
793.815,2081.02,378
793.882,3623.424,379
794.846,3434.571,380
795.005,7817.502,381
796.931,1092.596,382
799.231,2295.615,383
799.474,3401.055,384
801.858,6594.126,385
804.191,3656.436,386
804.277,3549.063,387
807.36,3416.154,388
807.41,2460.675,389
807.671,6746.67,390
808.427,6603.954,391
810.209,7517.034,392
811.003,3632.37,393
811.064,3673.782,394
811.23,5622.624,395
811.95,3346.434,396
813.712,3683.169,397
814.027,6814.374,398
815.703,3513.489,399
815.707,7790.37,400
815.798,1405.652,401
816.47,6598.095,402
816.799,3397.464,403
816.898,6614.286,404
818.551,2235.555,405
819.103,6731.13,406
819.418,3541.881,407
821.3,6636.483,408
821.304,6992.055,409
822.202,1432.446,410
822.977,3319.596,411
824.475,3578.715,412
824.93,3253.257,413
826.253,6711.159,414
826.352,3605.49,415
826.772,6996.99,416
827.348,3554.376,417
829.933,7782.264,418
830.978,6736.737,419
832.545,1561.644,420
832.749,6590.871,421
833.738,4025.826,422
833.979,8091.195,423
834.202,3256.512,424
837.125,7777.539,425
837.816,3624.621,426
837.883,3633.84,427
837.938,6710.361,428
838.255,1561.909,429
838.692,3246.075,430
838.721,6619.494,431
840.552,4010.832,432
840.932,6604.374,433
841.319,4050.27,434
841.73,3587.535,435
841.955,5617.374,436
842.279,1429.363,437
842.854,1545.392,438
843.209,3514.245,439
843.656,3659.901,440
845.319,3485.412,441
846.382,3945.186,442
846.728,3444.735,443
847.006,6650.091,444
847.997,1552.559,445
849.406,3242.337,446
849.421,6641.859,447
849.582,1655.963,448
849.937,6660.36,449
850.462,3511.536,450
851.661,6630.498,451
852.369,5620.692,452
853.062,1774.049,453
854.414,3520.482,454
854.429,1560.416,455
854.603,1431.496,456
854.954,6703.137,457
857.014,1320.745,458
857.123,1422.219,459
857.491,7710.192,460
858.411,3543.918,461
858.488,2051.375,462
859.007,3534.783,463
859.559,8077.503,464
859.622,2073.647,465
859.711,6608.637,466
861.036,3619.497,467
861.288,1415.772,468
862.098,1690.802,469
862.436,1425.146,470
864.007,3643.605,471
864.324,3223.647,472
864.438,2440.032,473
865.055,1702.134,474
865.07,1728.846,475
865.263,1598.921,476
865.708,1589.86,477
866.204,6837.18,478
866.517,3450.321,479
867.338,7701.288,480
867.437,3217.2,481
870.511,3223.92,482
871.403,1751.852,483
872.699,1719.327,484
872.96,3655.302,485
872.995,1734.151,486
873.167,6623.883,487
873.646,1619.558,488
873.701,1764.874,489
875.734,1759.21,490
876.16,4125.66,491
877.466,1427.095,492
878.434,3695.013,493
878.68,6555.927,494
879.085,6561.765,495
879.106,6721.932,496
879.684,3482.031,497
880.889,6678.924,498
882.233,3531.045,499
882.386,3336.711,500
885.568,4022.949,501
885.616,3486.042,502
887.191,2315.607,503
888.437,4040.148,504
888.833,1608.827,505
889.253,3323.355,506
890.026,3457.818,507
890.478,4009.95,508
892.863,1049.292,509
892.989,1712.374,510
897.374,7647.36,511
897.884,3319.659,512
898.143,3445.344,513
899.625,2021.309,514
902.536,3798.039,515
903.403,2429.28,516
903.928,4040.925,517
905.083,3443.685,518
905.85,2047.084,519
906.744,1121.782,520
907.439,6605.109,521
909.271,3746.652,522
909.798,3310.167,523
912.547,4046.175,524
912.935,3732.834,525
914.75,3345.489,526
917.07,1109.625,527
920.289,6592.278,528
921.533,4042.857,529
921.635,1476.821,530
922.759,4079.439,531
924.321,6529.026,532
925.18,1417.374,533
926.327,6596.142,534
926.869,3301.935,535
928.973,2089.376,536
929.813,3889.746,537
933.263,2426.991,538
937.585,1660.004,539
937.871,1206.036,540
938.179,3818.892,541
938.837,6620.271,542
939.796,8059.632,543
939.813,2503.263,544
939.996,9453.633,545
941.344,2074.716,546
941.73,2517.333,547
942.442,5840.772,548
943.173,3799.593,549
944.068,3307.038,550
944.635,1935.763,551
947.543,1624.9,552
948.049,6812.946,553
950.242,4041.093,554
951.649,3845.478,555
953.744,2344.797,556
956.344,1146.361,557
957.048,1651.927,558
957.289,2578.317,559
957.902,2560.299,560
959.028,3806.46,561
959.11,3299.856,562
959.204,3312.603,563
959.721,4045.419,564
961.771,2200.128,565
961.909,3829.287,566
964.112,3979.479,567
964.425,9568.083,568
965.091,9579.276,569
965.838,1601.372,570
966.806,2548.812,571
967.741,3332.196,572
968.344,3801.042,573
969.583,3752.784,574
970.137,2192.148,575
970.58,2578.086,576
970.66,3674.853,577
972.153,9600.171,578
972.376,1968.557,579
973.029,4005.393,580
973.109,9416.358,581
974.014,3695.181,582
974.339,1224.468,583
975.009,4050.627,584
975.211,1638.565,585
975.45,7589.148,586
975.488,4036.032,587
975.652,2189.775,588
976.317,2204.937,589
976.49,2573.298,590
976.777,2440.935,591
977.077,3591.315,592
977.306,3884.811,593
977.445,3678.822,594
977.556,4027.926,595
978.419,3748.5,596
978.426,9608.529,597
979.421,9570.099,598
979.593,1105.516,599
980.183,4080.132,600
980.648,5804.421,601
981.173,2125.158,602
981.397,3977.904,603
982.979,3447.024,604
982.981,4048.086,605
983.632,4038.825,606
983.747,2432.934,607
984.029,3305.673,608
984.148,3587.787,609
985.57,6632.619,610
986.143,6621.426,611
986.53,3659.229,612
986.58,4016.964,613
986.689,3679.998,614
987.355,2331.567,615
988.092,4027.464,616
988.361,2221.233,617
989.27,2215.08,618
990.2,3812.634,619
990.864,9200.226,620
991.013,5809.461,621
991.358,5801.124,622
991.637,2571.597,623
992.198,3738.882,624
992.737,9381.099,625
993.544,9576.567,626
993.869,1590.803,627
994.77,3845.142,628
994.789,3770.025,629
994.955,4324.383,630
995.226,3649.632,631
995.398,9879.114,632
997.905,2434.887,633
998.237,4046.658,634
998.39,4066.839,635
999.006,3808.875,636
1000.346,3855.894,637
1000.375,3835.986,638
1000.732,9649.752,639
1001.534,2275.728,640
1002.047,4021.311,641
1002.317,3828.363,642
1002.727,3274.929,643
1003.51,7532.196,644
1003.693,7573.524,645
1003.993,5553.072,646
1004.039,2447.403,647
1004.491,1963.145,648
1004.745,3763.326,649
1005.871,2405.76,650
1005.946,2279.088,651
1006.356,1952.601,652
1006.494,1488.598,653
1007.311,2298.282,654
1007.725,9835.476,655
1007.84,9884.658,656
1008.263,3268.524,657
1008.615,3803.835,658
1008.693,3563.007,659
1009.575,2255.064,660
1010.169,9794.085,661
1011.007,2336.586,662
1011.1,9636.354,663
1011.402,3255.315,664
1011.671,2227.953,665
1011.772,9567.117,666
1012.043,2383.416,667
1012.467,1765.47,668
1012.475,9614.661,669
1013.985,3835.125,670
1015.073,2439.612,671
1015.319,5813.808,672
1015.365,1605.891,673
1015.415,1551.808,674
1015.904,2186.457,675
1016.293,3670.758,676
1016.786,9652.44,677
1017.389,6705.363,678
1017.734,1124.361,679
1018.049,2263.989,680
1018.542,2417.163,681
1018.63,4049.346,682
1018.695,9510.585,683
1019.645,1585.584,684
1020.312,3537.45,685
1020.93,6655.971,686
1021.606,9635.808,687
1021.717,1435.258,688
1021.814,6626.655,689
1023.544,9560.334,690
1023.62,3554.061,691
1024.159,3544.674,692
1024.311,6641.46,693
1024.428,9606.072,694
1024.676,2385.327,695
1024.678,1554.832,696
1025.042,3239.355,697
1025.646,3648.561,698
1025.919,3801.672,699
1026.117,3657.024,700
1026.629,1841.771,701
1027.022,1517.611,702
1028.374,2093.479,703
1028.78,9712.794,704
1029.013,7522.977,705
1029.065,1557.948,706
1029.277,9535.89,707
1029.38,9811.368,708
1029.599,2579.976,709
1029.773,2353.092,710
1030.535,4056.255,711
1030.747,3595.242,712
1031.545,1419.89,713
1031.644,1665.647,714
1031.741,9552.354,715
1032.751,3753.918,716
1032.793,1335.149,717
1032.984,4074.126,718
1033.232,1461.881,719
1035.47,1491.962,720
1035.529,9830.793,721
1036.186,1526.085,722
1036.518,1189.043,723
1036.594,9508.107,724
1036.631,3818.367,725
1036.655,2434.95,726
1036.797,1407.38,727
1036.915,3660.699,728
1038.465,1547.641,729
1038.484,3784.851,730
1038.811,3639.825,731
1038.996,2564.73,732
1039.265,3675.546,733
1040.241,3234.945,734
1041.596,9857.211,735
1041.705,2077.503,736
1042.087,3569.559,737
1042.148,3797.283,738
1042.505,6628.881,739
1042.898,1525.203,740
1043.076,3760.323,741
1043.975,1478.961,742
1044.311,3597.552,743
1045.143,2068.748,744
1045.359,1414.117,745
1045.563,9603.573,746
1045.712,1335.407,747
1047.007,6655.53,748
1047.18,9806.895,749
1048.005,9840.81,750
1049.192,3744.615,751
1049.511,1186.67,752
1049.517,9544.437,753
1049.685,1362.018,754
1049.71,9487.548,755
1049.719,1353.36,756
1051.369,9821.721,757
1051.785,3433.71,758
1052.159,2579.787,759
1052.31,3716.412,760
1053.379,2071.161,761
1053.738,2028.077,762
1054.013,9830.226,763
1054.523,2018.1,764
1055.332,1422.966,765
1055.935,1666.033,766
1055.97,1828.462,767
1056.34,9794.127,768
1056.676,1781.468,769
1057.144,1352.354,770
1057.44,1367.818,771
1058.335,3333.435,772
1058.423,2037.187,773
1058.831,2004.916,774
1059.908,1804.446,775
1060.756,3598.56,776
1061.59,9469.152,777
1061.642,2432.472,778
1061.703,9578.667,779
1062.113,9737.427,780
1062.195,3591.693,781
1062.86,1399.982,782
1063.056,9615.963,783
1063.117,3777.459,784
1063.715,3721.41,785
1063.732,9843.771,786
1064.129,1265.145,787
1064.423,1362.598,788
1065.326,1243.267,789
1065.727,1664.649,790
1065.803,1350.315,791
1065.987,2393.244,792
1066.059,1778.847,793
1066.174,1692.797,794
1066.735,1765.791,795
1067.042,9790.263,796
1067.088,1806.458,797
1067.852,2016.296,798
1068.045,3666.873,799
1069.373,3791.319,800
1069.721,3655.218,801
1070.259,9832.095,802
1071.439,3534.195,803
1072.019,9811.893,804
1072.113,3756.921,805
1072.669,2043.844,806
1073.333,3717.231,807
1074.016,9542.568,808
1074.843,3579.618,809
1075.005,3349.815,810
1076.137,1407.93,811
1076.193,1244.937,812
1076.811,3591.546,813
1077.191,9773.127,814
1078.321,9767.415,815
1078.678,1459.981,816
1078.776,1254.811,817
1078.923,6791.568,818
1079.045,3708.81,819
1079.988,6795.6,820
1080.559,1779.389,821
1080.66,2657.529,822
1080.773,1348.767,823
1081.292,9720.039,824
1081.519,7369.467,825
1081.523,9638.286,826
1081.582,1767.963,827
1081.779,2639.175,828
1082.027,8742.951,829
1082.113,1260.107,830
1082.542,1596.441,831
1082.59,1641.772,832
1083.314,3750.474,833
1083.361,7382.067,834
1083.558,1439.319,835
1084.257,3664.962,836
1084.35,1668.572,837
1084.679,2458.05,838
1084.816,1951.284,839
1085.555,9736.818,840
1085.748,3583.482,841
1086.156,1474.95,842
1086.179,1686.147,843
1086.187,3517.899,844
1086.208,1337.757,845
1086.334,3877.545,846
1086.956,3646.335,847
1087.13,3592.953,848
1088.088,9489.9,849
1088.348,9743.58,850
1088.354,1253.534,851
1088.585,3755.787,852
1088.829,9784.929,853
1089.285,1465.109,854
1089.524,1702.071,855
1089.822,3671.388,856
1089.86,3398.577,857
1090.1,2667.777,858
1090.549,6712.272,859
1091.315,1271.006,860
1091.481,1897.928,861
1091.696,5806.248,862
1091.897,1947.084,863
1093.191,3342.948,864
1093.441,2441.229,865
1094.665,3749.193,866
1094.747,1159.202,867
1095.095,6707.925,868
1096.118,1476.647,869
1096.33,1673.83,870
1096.805,9558.465,871
1097.286,3723.867,872
1097.418,3940.461,873
1097.87,7396.473,874
1097.897,1619.528,875
1098.256,9534.756,876
1098.319,6836.277,877
1099.012,3677.058,878
1099.617,9549.057,879
1099.726,3327.639,880
1099.854,9718.758,881
1100.121,2570.505,882
1100.459,1119.571,883
1100.948,8708.7,884
1101.624,1807.663,885
1101.639,2057.265,886
1101.763,3694.551,887
1101.983,4231.059,888
1102.057,2128.371,889
1102.819,3531.801,890
1103.506,3944.241,891
1104.025,9528.582,892
1104.09,6761.517,893
1104.56,3707.256,894
1104.745,3638.523,895
1105.049,9657.144,896
1105.35,6847.827,897
1105.98,3673.551,898
1106.4,3559.563,899
1106.603,9764.349,900
1107.404,9549.519,901
1108.651,3345.048,902
1109.077,3620.547,903
1109.147,8306.046,904
1109.466,9751.938,905
1109.68,1977.961,906
1110.047,1236.946,907
1110.052,9726.381,908
1110.136,3681.51,909
1110.327,3590.748,910
1110.459,2646.063,911
1111.27,4136.433,912
1111.618,2528.211,913
1111.639,3419.598,914
1112.792,3600.618,915
1113.197,9575.727,916
1113.592,2462.754,917
1113.596,9535.113,918
1114.119,1619.18,919
1114.667,1253.19,920
1114.724,6853.287,921
1115.289,2358.678,922
1115.621,1631.939,923
1115.68,9766.911,924
1116.003,6839.511,925
1116.009,3406.557,926
1116.337,3610.005,927
1116.517,9528.582,928
1116.656,3540.243,929
1117.043,1703.913,930
1117.074,9558.801,931
1117.158,1743.985,932
1117.194,1140.537,933
1117.584,2630.691,934
1118.235,9496.326,935
1118.546,3531.297,936
1118.725,9739.401,937
1119.08,3121.335,938
1119.863,1392.063,939
1120.115,2519.727,940
1120.153,6833.064,941
1121.125,1622.212,942
1121.595,1375.244,943
1121.665,3321.003,944
1122.479,2615.529,945
1123.319,3619.35,946
1125.434,3557.82,947
1125.697,3107.517,948
1125.854,2549.484,949
1126.198,9764.811,950
1126.763,2567.355,951
1126.879,1383.721,952
1127.057,2326.401,953
1127.177,3336.543,954
1127.433,2571.933,955
1127.748,2539.341,956
1128.368,9592.023,957
1129.174,1978.425,958
1129.281,2369.472,959
1129.34,9545.844,960
1129.521,6675.186,961
1129.859,3551.898,962
1129.909,2483.313,963
1131.079,1460.598,964
1131.289,1951.883,965
1131.472,1703.579,966
1132.219,2734.809,967
1132.337,3525.627,968
1132.389,3837.351,969
1132.593,2610.552,970
1133.525,3408.783,971
1133.559,1508.086,972
1133.639,3657.234,973
1133.922,2535.246,974
1134.164,3567.417,975
1136.119,3127.509,976
1136.659,3537.933,977
1136.89,3553.368,978
1136.984,3618.615,979
1137.28,3491.019,980
1137.66,1208.458,981
1138.059,1421.28,982
1138.072,3133.053,983
1138.567,2558.052,984
1140.132,2221.569,985
1140.506,1742.492,986
1140.787,2609.754,987
1141.844,1694.822,988
1142.033,9413.817,989
1142.045,3848.712,990
1142.24,1271.745,991
1142.434,6681.15,992
1143.41,1392.193,993
1143.587,9506.952,994
1143.813,2342.025,995
1144.032,2374.176,996
1146.18,3974.607,997
1148.425,6686.379,998
1148.549,1342.782,999
1148.687,1402.995,1000
1148.746,3415.503,1001
1148.788,3555.825,1002
1149.263,1859.09,1003
1149.317,1748.067,1004
1149.523,1490.448,1005
1149.641,3584.049,1006
1149.807,2514.225,1007
1150.363,2344.188,1008
1151.004,6659.31,1009
1151.249,3129.042,1010
1151.424,3598.896,1011
1151.569,2581.572,1012
1152.014,1702.583,1013
1152.115,2441.25,1014
1152.978,3700.893,1015
1153.469,3576.426,1016
1153.688,10982.286,1017
1154.83,2261.994,1018
1155.762,2728.509,1019
1156.3,3272.031,1020
1156.602,2377.284,1021
1156.974,9428.349,1022
1157.846,3669.078,1023
1158.005,5355.483,1024
1158.707,2732.583,1025
1158.734,3183.768,1026
1158.818,1069.368,1027
1159.334,3053.421,1028
1159.477,3154.977,1029
1159.622,3412.479,1030
1159.668,3405.297,1031
1159.723,9466.842,1032
1160.078,3828.195,1033
1160.806,6685.119,1034
1161.138,3741.192,1035
1161.405,9635.241,1036
1161.865,11208.267,1037
1161.88,6726.804,1038
1162.757,1620.933,1039
1162.762,9497.25,1040
1163.285,1375.45,1041
1163.295,9400.881,1042
1165.042,11264.757,1043
1165.046,2536.527,1044
1165.101,2213.337,1045
1165.269,2526.027,1046
1165.697,1191.385,1047
1165.823,1937.298,1048
1166.546,9641.226,1049
1166.817,10568.649,1050
1167.707,3458.469,1051
1168.322,1918.256,1052
1168.482,2220.624,1053
1168.906,2378.67,1054
1169.15,1737.67,1055
1169.904,10568.355,1056
1169.99,1558.257,1057
1170.202,9661.596,1058
1170.775,3919.902,1059
1170.868,2721.348,1060
1170.937,3353.742,1061
1171.015,1263.406,1062
1171.118,1085.144,1063
1171.758,1360.689,1064
1172.021,9515.793,1065
1172.021,9622.83,1066
1172.142,3741.15,1067
1172.543,3129.21,1068
1173.39,1676.415,1069
1173.596,2619.792,1070
1174.205,3163.125,1071
1175.593,1161.892,1072
1175.742,10928.421,1073
1175.832,10788.141,1074
1177.054,3357.963,1075
1177.168,3674.538,1076
1177.791,2563.491,1077
1177.884,2604.861,1078
1178.503,2465.694,1079
1178.816,2718.429,1080
1179.037,11254.866,1081
1179.23,9617.307,1082
1179.316,1536.593,1083
1179.847,4050.963,1084
1180.36,3729.957,1085
1180.452,6761.874,1086
1180.987,9637.719,1087
1181.086,3620.19,1088
1181.124,2069.3,1089
1181.481,3496.563,1090
1181.67,9658.467,1091
1181.863,11211.333,1092
1182.128,2542.302,1093
1182.361,3338.328,1094
1182.626,2957.913,1095
1182.875,9472.176,1096
1182.928,9494.709,1097
1182.98,3503.178,1098
1183.115,5410.524,1099
1183.342,2386.692,1100
1183.571,3346.854,1101
1183.617,3354.183,1102
1183.934,1221.301,1103
1184.177,1430.846,1104
1184.526,2403.156,1105
1184.904,3560.046,1106
1184.908,4059.762,1107
1184.925,9540.279,1108
1185.038,5422.851,1109
1185.572,1736.322,1110
1186.231,2575.881,1111
1186.471,9385.509,1112
1187.825,2565.591,1113
1188.006,3487.218,1114
1188.039,1614.266,1115
1188.55,3125.451,1116
1188.869,9606.261,1117
1189.442,10967.418,1118
1189.471,1205.795,1119
1189.591,10634.589,1120
1189.644,3719.373,1121
1189.719,1694.794,1122
1189.719,2676.723,1123
1189.934,3495.198,1124
1190.563,2040.877,1125
1190.641,1464.231,1126
1190.687,1479.679,1127
1190.996,2954.805,1128
1191.017,6796.146,1129
1191.286,9633.015,1130
1191.637,3576.426,1131
1191.79,6494.859,1132
1192.071,9485.28,1133
1192.181,1520.003,1134
1192.966,2732.751,1135
1193.35,1544.913,1136
1193.588,3536.904,1137
1193.85,1267.936,1138
1194.19,1576.128,1139
1194.238,5705.196,1140
1195.265,1352.177,1141
1196.101,2373.987,1142
1196.834,3725.127,1143
1197.246,3305.652,1144
1197.363,9548.7,1145
1197.582,1386.857,1146
1198.243,3488.268,1147
1198.485,3641.841,1148
1198.754,10585.659,1149
1198.909,9452.415,1150
1199.239,2314.704,1151
1199.467,3931.011,1152
1199.686,5410.083,1153
1199.965,4050.9,1154
1200.083,4067.679,1155
1200.335,9560.418,1156
1200.776,2742.432,1157
1200.788,9617.643,1158
1200.828,4075.113,1159
1200.847,1446.281,1160
1201.859,2639.973,1161
1202.592,3587.682,1162
1202.802,3805.263,1163
1202.937,3413.718,1164
1203.189,9379.713,1165
1203.852,9552.018,1166
1204.117,2024.272,1167
1204.692,2378.691,1168
1204.787,2600.346,1169
1204.795,9372.699,1170
1205.362,2048.901,1171
1205.425,3421.257,1172
1205.835,9475.998,1173
1206.771,3851.379,1174
1207.185,3341.478,1175
1207.225,3691.086,1176
1207.54,3643.311,1177
1207.71,1181.84,1178
1207.863,3583.356,1179
1208.571,1340.275,1180
1209.054,1503.793,1181
1209.308,1230.142,1182
1209.377,3876.705,1183
1210.283,3478.293,1184
1210.772,3528.735,1185
1210.797,2605.176,1186
1211.887,1612.943,1187
1211.925,2555.133,1188
1212.378,2569.224,1189
1213.294,2697.345,1190
1213.311,3572.835,1191
1214.203,6737.388,1192
1214.369,6870.864,1193
1214.642,3352.041,1194
1215.383,2041.25,1195
1216.4,1279.282,1196
1216.501,3064.719,1197
1216.633,3427.431,1198
