22888.9	7983.52	773.557	2317.35
23156.5	6953.76	150.8	3154.79
22746.7	5779.06	72.2603	4353.45
22198.3	5053.88	280.706	5194.32
21790.6	8220.19	1871.29	2504.34
21938.2	8236.43	1743.49	2437.56
21266.6	7051.55	1899.5	3752.98
21267.1	5764.93	1407.77	4899.84
20520.6	6406.82	2329.11	4601.18
20514.2	6407.41	2335.29	4603.32
20506.2	6407.08	2342.63	4606.08
20506.2	6407.08	2342.63	4606.08
20458.9	6415.36	2388.96	4615.98
20458.9	6415.36	2388.96	4615.98
20279	6444.13	2562.48	4654.22
19802	6568.43	3042.46	4716.36
8748.61	5746.47	6021.65	956.16
17503	6797.69	5208.93	5342
17503	6797.69	5208.93	5342
16594.9	6830.06	6041.8	5641.95
16594.9	6830.06	6041.8	5641.95
16601.8	6829.05	6035.03	5640.18
16576.8	6855.42	6068.76	5626.88
16587.2	6825.59	6047.63	5649.56
16305.5	8561.3	6989.61	4206.21
