20459	6408.95	803.801	2153.36
20458.9	6415.36	801.132	2159.54
20458.9	6415.36	801.132	2159.54
20514.2	6407.41	854.653	2172.07
20514.2	6407.41	854.653	2172.07
20520.6	6406.82	860.907	2174.18
21440.7	8897.87	676.877	4771.34
21995.8	5278.42	2643.14	1695.89
22198.3	5053.88	2918.46	1559.81
21988.6	5271.08	2638.58	1686.73
22197.3	5029.18	2917.96	1545.36
21976.3	5262.75	2630.35	1673.54
23120.4	6976.49	3018.23	3619.01
23156.5	6953.76	3058.61	3612.91
23410.1	4935.51	4054.75	1899.62
23427.9	4919.46	4077.03	1890.98
23424	4953.95	4059.94	1920.95
23160.1	5682.85	3548.83	2477.56
22808.5	5740.26	3204.21	2401.23
22754.5	5772.83	3145.95	2413.09
23295.1	6505.12	3354.88	3260.87
23285.9	6551.97	3329.01	3299.93
23428.6	6575.73	3450.08	3372.55
23258	6525.31	3313.24	3266.13
23282.5	6535.89	3331.89	3284.66
