7802.94	3421.39	1764.46	3691.83
7609.01	1486.96	2276.44	1899.76
8140.84	1337.48	2818.93	1960.01
5444.06	721.743	2663.93	1884.77
9418.44	4371.52	2823.09	5084.42
9401.93	4353.61	2856.33	5095.29
9377.28	4347.48	2836.34	5081.68
9427.74	4343.07	2883.55	5095.75
5634.41	5430.8	2765	5384.86
8575.74	1668.91	3093.29	2417.04
8700.34	1613.89	3233.19	2412.08
9684.48	1773.12	4079.04	2911.24
9696	1928.35	4028.9	3053.54
9999.96	2783.64	3993.78	3917.53
9662.69	3595.54	3376.26	4519.83
9587.88	4023.4	3150.44	4868.82
9660.38	4027.42	3214.71	4897.48
9673.81	4048.24	3218.37	4921.78
9687.65	4111.88	3207.05	4983.12
9576.05	4034.55	3135.37	4874.41
10166	3811.86	3754.02	4889.09
9635.24	4035.86	3188.95	4896.84
9653.52	4033.99	3205.84	4901.7
9654.79	4048.54	3201.41	4915.4
9664.13	4057.07	3205.69	4925.71
9576.13	4124.21	3101.33	4953.67
9576.13	4124.21	3101.33	4953.67
9585.92	4122.99	3110.7	4956.08
9585.92	4122.99	3110.7	4956.08
10158.1	3548.23	3842.6	4655.28
9602.01	4063.02	3147.94	4908.89
10184.9	3811.8	3770.09	4895.85
10195.4	3808.8	3781.13	4896.3
10206.3	3809.65	3790.13	4901.58
10169.4	3871.31	3733.87	4941.9
9408.11	3542.01	3170.9	4376.76
9420.96	3554.7	3177.83	4393.81
10197	3827.26	3775.51	4912.09
10188.9	3874.22	3750.66	4952.42
10420.5	3370.81	4146.82	4592.58
10971.7	3588.3	4564.63	4981.98
22377.4	951.68	6342.26	2289.4
