   208 	    50     4	   1.821e+00   9.381e-01	  1.149e-01  -6.640e-03   1.151e-01    1
    46 	    51     3	   2.439e+00   1.341e+00	  3.627e-01   9.791e-02   3.757e-01    1
   209 	    51     4	   2.680e+00   9.597e-01	  4.623e-01   2.500e-01   5.255e-01    1
    47 	    52     3	   1.579e+00   8.203e-01	 -1.077e-01  -2.508e-01   2.730e-01    1
   159 	    52     1	   7.401e-01   7.189e-01	 -9.819e-02   2.522e-02   1.014e-01    1
   106 	    53     2	  -5.960e+00   1.468e+01	 -7.851e+00   1.391e+01   1.597e+01    0
    48 	    54     3	   1.780e+00   7.816e-01	 -2.167e-02  -1.969e-01   1.981e-01    1
   160 	    54     1	   9.118e-01   7.503e-01	  4.486e-02   1.046e-01   1.139e-01    1
   161 	    55     1	   1.058e+01   1.268e+01	  9.661e+00   1.177e+01   1.523e+01    0
   210 	    55     4	   6.120e+00  -8.461e+00	  4.303e+00  -9.098e+00   1.006e+01    0
    49 	    56     3	   1.284e+00   1.390e+00	 -1.314e-01  -4.109e-02   1.377e-01    1
   107 	    56     2	   1.546e+00   1.737e+00	 -5.856e-02   3.299e-01   3.351e-01    1
   108 	    57     2	   3.041e+00   1.439e+00	  7.424e-01   4.553e-01   8.709e-01    1
   162 	    57     1	   1.528e+00   5.226e-01	  5.330e-02  -3.004e-01   3.050e-01    1
   211 	    57     4	   2.569e+00   1.062e+00	  1.823e-01   1.112e-01   2.136e-01    1
   109 	    58     2	   1.904e+00   1.003e+00	  2.652e-01   2.410e-02   2.663e-01    1
   212 	    58     4	   6.685e-02   1.590e+00	 -1.070e+00   7.233e-01   1.292e+00    1
    50 	    59     3	   1.957e+00   1.695e+00	  6.351e-02   3.794e-02   7.398e-02    1
   110 	    59     2	   2.113e+00   9.378e-01	  2.196e-02  -9.821e-02   1.006e-01    1
   163 	    59     1	   8.975e-01   1.414e+00	 -7.161e-02   1.292e-01   1.477e-01    1
   213 	    59     4	   1.760e+00   1.096e+00	 -1.825e-03   1.161e-01   1.162e-01    1
    51 	    60     3	   3.568e-01   1.117e+00	 -7.513e-02   7.791e-02   1.082e-01    1
   111 	    60     2	   6.057e-01   1.537e+00	 -2.948e-02   2.901e-01   2.916e-01    1
   164 	    60     1	   1.027e-01   6.591e-01	 -1.014e-01   2.120e-01   2.350e-01    1
   214 	    60     4	   1.431e+00   1.339e+00	 -2.826e-02   5.977e-01   5.983e-01    1
    52 	    61     3	   1.827e+00   3.183e-01	  2.252e-02  -3.098e-01   3.106e-01    1
   165 	    61     1	   1.058e+00   3.788e-01	  1.805e-01   1.118e-01   2.124e-01    1
    53 	    62     3	   2.045e+00   8.201e-01	  1.089e-01  -2.757e-02   1.123e-01    1
   112 	    62     2	   2.021e+00   3.933e-01	  1.442e-01  -5.482e-02   1.542e-01    1
   166 	    62     1	   8.797e-01   7.374e-01	  7.318e-02   2.208e-01   2.327e-01    1
   215 	    62     4	   1.742e+00   6.790e-02	 -7.607e-02   2.008e-01   2.147e-01    1
    54 	    63     3	   1.214e+00   6.485e-01	 -2.223e-01   1.413e-01   2.634e-01    1
   167 	    63     1	   1.001e-01   1.870e-02	 -3.542e-01  -1.372e-01   3.799e-01    1
    55 	    64     3	   1.560e+00   4.960e-01	 -3.623e-02   1.460e-01   1.505e-01    1
   113 	    64     2	   1.539e+00  -1.135e-02	 -5.237e-02  -4.359e-02   6.813e-02    1
   168 	    64     1	   6.393e-01  -2.377e-01	  1.573e-02  -1.936e-01   1.942e-01    1
   216 	    64     4	   1.616e+00  -6.704e-01	 -6.373e-02  -1.066e-01   1.242e-01    1
    56 	    65     3	   1.236e+00   4.369e-01	 -1.392e-01   1.628e-01   2.141e-01    1
   114 	    65     2	   1.223e+00  -3.930e-02	 -1.629e-01  -7.711e-02   1.803e-01    1
   169 	    65     1	   4.787e-01  -2.528e-01	 -1.049e-02  -1.188e-01   1.193e-01    1
   217 	    65     4	   1.588e+00  -8.004e-01	  1.441e-02  -2.567e-01   2.571e-01    1
    57 	    66     3	   1.238e+00   5.343e-01	 -1.673e-01   3.502e-02   1.709e-01    1
   115 	    66     2	   1.325e+00   3.562e-02	 -6.631e-02  -1.174e-01   1.348e-01    1
   170 	    66     1	   2.951e-01   7.392e-02	 -8.886e-02  -7.588e-02   1.169e-01    1
   218 	    66     4	   1.234e+00  -3.420e-01	 -1.631e-01   1.340e-02   1.637e-01    1
    58 	    67     3	   1.983e+00   1.085e+00	  5.999e-02   2.450e-02   6.480e-02    1
   116 	    67     2	   1.921e+00   6.424e-01	  9.317e-02  -1.010e-01   1.374e-01    1
   171 	    67     1	   7.530e-01   7.816e-01	 -1.954e-02  -3.181e-02   3.733e-02    1
   219 	    67     4	   1.699e+00   3.724e-01	 -6.381e-02   8.128e-02   1.033e-01    1
    59 	    68     3	   1.620e+00   4.241e-02	 -3.363e-01  -8.697e-01   9.324e-01    1
   220 	    68     4	   1.042e+00  -8.967e-01	 -4.290e-01  -9.995e-01   1.088e+00    1
    60 	    69     3	   1.720e+00   1.572e+00	 -3.269e-02   1.296e-01   1.337e-01    1
   172 	    69     1	   4.284e-01   1.375e+00	 -1.805e-01   1.654e-01   2.448e-01    1
   221 	    69     4	   1.399e+00   1.039e+00	 -1.923e-01   3.117e-01   3.662e-01    1
    61 	    70     3	   1.933e+00   1.275e+00	 -7.525e-03   3.181e-02   3.269e-02    1
   117 	    70     2	   1.876e+00   8.542e-01	  1.137e-01  -1.184e-01   1.642e-01    1
   173 	    70     1	   5.663e-01   1.052e+00	 -1.159e-01  -1.903e-02   1.174e-01    1
   222 	    70     4	   1.536e+00   6.711e-01	 -1.461e-01   1.678e-01   2.225e-01    1
    62 	    71     3	   1.747e+00   1.875e+00	 -1.038e-01   2.154e-01   2.391e-01    1
   118 	    71     2	   1.603e+00   1.441e+00	 -8.064e-02  -1.169e-02   8.148e-02    1
   174 	    71     1	   4.806e-01   1.598e+00	 -1.626e-01   8.571e-02   1.838e-01    1
   223 	    71     4	   1.524e+00   1.300e+00	 -1.138e-01   2.226e-01   2.500e-01    1
   224 	    72     4	   2.741e+00  -1.157e+00	  7.119e-01  -1.123e+00   1.330e+00    1
   225 	    73     4	   2.228e+00   6.095e-01	  2.024e-01  -1.060e-01   2.284e-01    1
    63 	    74     3	   1.419e+00   1.786e+00	 -4.305e-01   1.954e-01   4.728e-01    1
   119 	    74     2	   1.236e+00   1.401e+00	 -4.454e-01  -3.576e-03   4.455e-01    1
   175 	    74     1	   7.804e-01   1.515e+00	  1.327e-01   5.445e-02   1.434e-01    1
   226 	    74     4	   1.211e+00   1.013e+00	 -4.249e-01  -5.914e-02   4.290e-01    1
