   6      2	   6.9107112179e-01    4.5207389813e+01     8.17177e+00 -8.42806e-02  1.00025e+00 -1.03162e-02 -1.47444e-03 -5.79592e+00 -1.80477e-04 -7.09440e-01  5.93020e-05 -1.16348e-02  7.25876e-06 -1.42414e-03 -1.64109e-02  1.69255e-04  1.36452e-06 -1.22325e-06 -1.82632e-09 -2.74342e-06  3.89130e-06 -4.01334e-08
   6      1	   6.9107914005e-01    4.5207395713e+01     8.13198e+00 -5.77813e-02  9.99008e-01 -7.09839e-03  2.92512e-03 -5.77107e+00  3.59349e-04 -7.08972e-01  6.79445e-05 -1.18114e-02  8.34694e-06 -1.45102e-03 -1.66426e-02  1.18253e-04 -1.08107e-06  1.11104e-06 -1.00803e-09 -2.73336e-06  3.87235e-06 -2.75147e-08
   7      3	   7.0939712108e-01    4.5205014885e+01     8.22272e+00  6.64081e-02  1.39825e+00  1.12925e-02 -7.15993e-04 -5.76128e+00 -1.21753e-04 -9.79691e-01  5.96346e-05 -2.42564e-02  1.01407e-05 -4.12474e-03 -3.46198e-02 -2.79597e-04  1.96285e-06  6.87551e-07 -3.67723e-09 -2.72684e-06  3.91551e-06  3.16223e-08
   7      2	   7.0939896167e-01    4.5205023355e+01     8.16710e+00 -8.54163e-02  1.28141e+00 -1.34017e-02 -5.99166e-03 -5.79438e+00 -9.40086e-04 -9.09132e-01  3.67552e-05 -2.46320e-02  5.76685e-06 -3.86473e-03 -3.47247e-02  3.63170e-04  1.33081e-06 -1.22297e-06 -3.21672e-09 -2.75126e-06  3.88903e-06 -4.06737e-08
   7      4	   7.0941050559e-01    4.5205025483e+01     8.32617e+00  1.56625e-01  1.51474e+00  2.84941e-02 -4.32840e-03 -5.89006e+00 -7.87447e-04 -1.07155e+00  4.51835e-05 -2.48380e-02  8.22004e-06 -4.51868e-03 -3.51199e-02 -6.60647e-04 -2.08356e-06 -1.53113e-06  3.99078e-09 -2.79170e-06  3.96477e-06  7.45819e-08
   7      1	   7.0941909012e-01    4.5205017162e+01     8.13510e+00 -5.95877e-02  1.29034e+00 -9.45145e-03  3.00170e-03 -5.77223e+00  4.76112e-04 -9.15557e-01  7.48938e-05 -2.48309e-02  1.18792e-05 -3.93852e-03 -3.49941e-02  2.56323e-04 -1.11407e-06  1.11162e-06 -1.63575e-09 -2.73432e-06  3.87379e-06 -2.83746e-08
   8      3	   7.2827088651e-01    4.5205524788e+01     8.21677e+00  6.48927e-02  1.35013e+00  1.06628e-02 -1.21028e-03 -5.75918e+00 -1.98866e-04 -9.46313e-01  5.47299e-05 -3.74718e-02  8.99288e-06 -6.15714e-03 -5.34604e-02 -4.22210e-04  1.93027e-06  6.86923e-07 -5.21258e-09 -2.72669e-06  3.91258e-06  3.08999e-08
   8      2	   7.2827146550e-01    4.5205533961e+01     8.16307e+00 -8.65280e-02  1.18899e+00 -1.26032e-02 -1.03996e-02 -5.79291e+00 -1.51476e-03 -8.43765e-01 -6.04938e-06 -3.80151e-02 -8.81122e-07 -5.53709e-03 -5.35736e-02  5.67875e-04  1.29783e-06 -1.22285e-06 -4.61443e-09 -2.74380e-06  3.88701e-06 -4.12021e-08
   8      4	   7.2827970939e-01    4.5205543608e+01     8.33291e+00  1.55634e-01  1.49466e+00  2.79159e-02 -9.40149e-03 -5.89228e+00 -1.68633e-03 -1.05689e+00  2.54330e-06 -3.81957e-02  4.56188e-07 -6.85110e-03 -5.40239e-02 -1.00901e-03 -2.11705e-06 -1.53148e-06  3.75244e-09 -2.79302e-06  3.96789e-06  7.41083e-08
   8      1	   7.2828849683e-01    4.5205533012e+01     8.13866e+00 -6.10292e-02  1.20597e+00 -9.04317e-03  3.51466e-03 -5.77336e+00  5.20794e-04 -8.55483e-01  8.52783e-05 -3.82241e-02  1.26363e-05 -5.66395e-03 -5.38811e-02  4.04036e-04 -1.14626e-06  1.11203e-06 -2.05142e-09 -2.74268e-06  3.87538e-06 -2.90603e-08
   9      4	   7.5418009556e-01    4.5209858930e+01     8.34202e+00  1.55031e-01  9.92144e-01  1.84383e-02 -1.51186e-02 -5.89492e+00 -1.79810e-03 -7.01102e-01 -8.15527e-05 -5.65789e-02 -9.69932e-06 -6.72912e-03 -8.00682e-02 -1.48801e-03 -2.16105e-06 -1.53230e-06  3.88569e-09 -2.79482e-06  3.97202e-06  7.38172e-08
   9      3	   7.5418653657e-01    4.5209858600e+01     8.20921e+00  6.27327e-02  8.10324e-01  6.19230e-03 -2.08110e-03 -5.75609e+00 -2.05424e-04 -5.68179e-01  4.24565e-05 -5.55664e-02  4.19085e-06 -5.48492e-03 -7.92408e-02 -6.05541e-04  1.88779e-06  6.85887e-07 -7.30147e-09 -2.72636e-06  3.90878e-06  2.98698e-08
   9      2	   7.5418838203e-01    4.5209856803e+01     8.15804e+00 -8.79779e-02  5.88117e-01 -6.34237e-03 -1.61463e-02 -5.79068e+00 -1.16400e-03 -4.17453e-01 -9.49822e-05 -5.63565e-02 -6.84731e-06 -4.06277e-03 -7.93956e-02  8.56217e-04  1.25473e-06 -1.22290e-06 -6.56766e-09 -2.74354e-06  3.88442e-06 -4.18904e-08
   9      1	   7.5419421416e-01    4.5209863266e+01     8.14350e+00 -6.25008e-02  6.24959e-01 -4.79652e-03  4.74585e-03 -5.77448e+00  3.64213e-04 -4.43152e-01  1.08588e-04 -5.66317e-02  8.33343e-06 -4.34611e-03 -7.98569e-02  6.12895e-04 -1.18838e-06  1.11235e-06 -2.40336e-09 -2.73623e-06  3.87748e-06 -2.97596e-08
  10      4	   5.8396951566e-01    4.5203520490e+01     8.28396e+00  1.63635e-01  1.38771e+00  2.74117e-02  2.99859e-02 -5.87524e+00  5.02317e-03 -9.84207e-01 -2.63328e-04  6.39622e-02 -4.41120e-05  1.07148e-02  9.01649e-02  1.78105e-03 -1.85986e-06 -1.52878e-06  6.13475e-09 -2.79051e-06  3.94428e-06  7.79123e-08
  10      1	   5.8398547108e-01    4.5203524353e+01     8.11410e+00 -4.97684e-02  1.58995e+00 -9.75209e-03 -1.08431e-04 -5.76472e+00 -2.12469e-05 -1.12959e+00  6.30294e-05  6.42040e-02  1.23506e-05  1.25807e-02  9.03593e-02 -5.54220e-04 -8.98933e-07  1.10905e-06  1.59520e-09 -2.73593e-06  3.86338e-06 -2.36960e-08
  11      4	   6.1019274246e-01    4.5196151663e+01     8.29306e+00  1.60556e-01  2.42538e+00  4.69561e-02  2.01425e-02 -5.87925e+00  5.89085e-03 -1.71944e+00 -9.27468e-05  4.55150e-02 -2.71246e-05  1.33113e-02  6.41884e-02  1.24271e-03 -1.91087e-06 -1.52859e-06  4.72177e-09 -2.78479e-06  3.94884e-06  7.64510e-08
  11      2	   6.1019745762e-01    4.5196147778e+01     8.18946e+00 -7.97032e-02  2.57848e+00 -2.50948e-02  1.66862e-02 -5.80262e+00  5.25371e-03 -1.82697e+00 -6.88879e-05  4.56532e-02 -2.16896e-05  1.43740e-02  6.44212e-02 -6.26970e-04  1.50045e-06 -1.22306e-06  4.46097e-09 -2.74392e-06  3.89950e-06 -3.79513e-08
  11      3	   6.1019944306e-01    4.5196148007e+01     8.25502e+00  7.45645e-02  2.45364e+00  2.21628e-02  2.20062e-03 -5.77285e+00  6.54090e-04 -1.71586e+00  4.56998e-05  4.51061e-02  1.35833e-05  1.34069e-02  6.44958e-02  5.82570e-04  2.13027e-06  6.91371e-07  4.68069e-09 -2.72778e-06  3.93072e-06  3.55050e-08
  11      1	   6.1020671205e-01    4.5196154670e+01     8.11851e+00 -5.28986e-02  2.51247e+00 -1.63707e-02 -5.89510e-04 -5.76721e+00 -1.82438e-04 -1.78480e+00  6.65216e-05  4.56492e-02  2.05867e-05  1.41272e-02  6.42570e-02 -4.18683e-04 -9.48317e-07  1.11006e-06  4.79449e-10 -2.73749e-06  3.86571e-06 -2.51880e-08
  12      4	   6.2744495215e-01    4.5197696339e+01     8.29907e+00  1.59870e-01  2.27392e+00  4.38039e-02  1.58893e-02 -5.88145e+00  4.35362e-03 -1.61150e+00 -2.68005e-05  3.33263e-02 -7.34323e-06  9.13129e-03  4.70142e-02  9.05666e-04 -1.94083e-06 -1.52905e-06  4.62445e-09 -2.79363e-06  3.95181e-06  7.61263e-08
  12      2	   6.2745427799e-01    4.5197692829e+01     8.18583e+00 -8.07027e-02  2.35794e+00 -2.32465e-02  1.27294e-02 -5.80150e+00  3.66671e-03 -1.67113e+00 -1.09038e-05  3.33936e-02 -3.14087e-06  9.61909e-03  4.71094e-02 -4.64441e-04  1.47084e-06 -1.22307e-06  3.15119e-09 -2.74390e-06  3.89788e-06 -3.84284e-08
  12      3	   6.2745685438e-01    4.5197693983e+01     8.24965e+00  7.31429e-02  2.26717e+00  2.01012e-02  1.69759e-03 -5.77115e+00  4.66531e-04 -1.58603e+00  5.31497e-05  3.29927e-02  1.46066e-05  9.06708e-03  4.71596e-02  4.18128e-04  2.10105e-06  6.90688e-07  3.24904e-09 -2.73509e-06  3.92828e-06  3.48290e-08
  12      1	   6.2746070720e-01    4.5197700044e+01     8.12165e+00 -5.40565e-02  2.29588e+00 -1.52811e-02  3.73209e-05 -5.76840e+00  1.05501e-05 -1.63065e+00  6.16627e-05  3.34145e-02  1.74312e-05  9.44583e-03  4.70451e-02 -3.13123e-04 -9.77072e-07  1.11032e-06  1.39346e-10 -2.73076e-06  3.86732e-06 -2.57401e-08
  13      4	   6.4022766171e-01    4.5194911658e+01     8.30322e+00  1.58540e-01  2.66844e+00  5.09506e-02  1.13744e-02 -5.88305e+00  3.65544e-03 -1.89066e+00  1.63162e-05  2.42833e-02  5.24359e-06  7.80402e-03  3.42628e-02  6.54207e-04 -1.96530e-06 -1.52901e-06  4.04750e-09 -2.78693e-06  3.95385e-06  7.54940e-08
  13      2	   6.4024474038e-01    4.5194907689e+01     8.18212e+00 -8.15191e-02  2.70223e+00 -2.69225e-02  9.47600e-03 -5.80041e+00  3.12955e-03 -1.91564e+00  2.26057e-05  2.43207e-02  7.46576e-06  8.03216e-03  3.42995e-02 -3.41727e-04  1.44664e-06 -1.22282e-06  2.17867e-09 -2.75171e-06  3.89618e-06 -3.88178e-08
  13      1	   6.4024513413e-01    4.5194920177e+01     8.12355e+00 -5.54723e-02  2.64463e+00 -1.80590e-02 -7.75170e-05 -5.76927e+00 -2.52357e-05 -1.87819e+00  6.22203e-05  2.43407e-02  2.02559e-05  7.92415e-03  3.42735e-02 -2.34038e-04 -1.00073e-06  1.11077e-06 -3.90809e-10 -2.73897e-06  3.86829e-06 -2.64147e-08
  13      3	   6.4024759888e-01    4.5194912330e+01     8.24456e+00  7.21752e-02  2.64618e+00  2.31654e-02  1.52207e-03 -5.76964e+00  4.88524e-04 -1.85183e+00  5.64740e-05  2.40334e-02  1.81259e-05  7.71375e-03  3.43412e-02  3.00634e-04  2.07710e-06  6.90389e-07  2.19503e-09 -2.72761e-06  3.92591e-06  3.43687e-08
  14      2	   6.6330377321e-01    4.5196113398e+01     8.17678e+00 -8.28652e-02  2.51265e+00 -2.54637e-02  4.13231e-03 -5.79854e+00  1.26982e-03 -1.78184e+00  5.66160e-05  7.97465e-03  1.73976e-05  2.45054e-03  1.12385e-02 -1.13893e-04  1.40670e-06 -1.22275e-06  3.94651e-10 -2.74424e-06  3.89370e-06 -3.94594e-08
  14      3	   6.6330457374e-01    4.5196104371e+01     8.23688e+00  7.02977e-02  2.51409e+00  2.14565e-02  8.90165e-04 -5.76699e+00  2.71699e-04 -1.76022e+00  6.15393e-05  7.89954e-03  1.87832e-05  2.41112e-03  1.12820e-02  9.62865e-05  2.03765e-06  6.89541e-07  2.43441e-10 -2.73488e-06  3.92232e-06  3.34752e-08
  14      4	   6.6331939208e-01    4.5196116065e+01     8.31093e+00  1.57444e-01  2.56987e+00  4.86841e-02  5.38224e-03 -5.88566e+00  1.66427e-03 -1.81993e+00  5.60809e-05  7.91935e-03  1.73411e-05  2.44878e-03  1.11730e-02  2.11664e-04 -2.00596e-06 -1.52952e-06  3.77246e-09 -2.79618e-06  3.95758e-06  7.49733e-08
  14      1	   6.6332778824e-01    4.5196108279e+01     8.12740e+00 -5.71510e-02  2.47271e+00 -1.73878e-02  6.30966e-04 -5.77053e+00  1.91967e-04 -1.75565e+00  6.10548e-05  7.94660e-03  1.85755e-05  2.41770e-03  1.11928e-02 -7.87064e-05 -1.03979e-06  1.11119e-06 -9.26222e-10 -2.73252e-06  3.87018e-06 -2.72146e-08
  15      3	   6.8237738131e-01    4.5197293885e+01     8.23091e+00  6.87452e-02  2.37656e+00  1.98492e-02  3.58343e-04 -5.76496e+00  1.03467e-04 -1.66455e+00  6.30516e-05 -5.46736e-03  1.82053e-05 -1.57862e-03 -7.80674e-03 -6.52027e-05  2.00511e-06  6.88845e-07 -1.33221e-09 -2.72725e-06  3.91948e-06  3.27358e-08
  15      1	   6.8238428680e-01    4.5197299758e+01     8.13091e+00 -5.85078e-02  2.30094e+00 -1.65569e-02  1.24795e-03 -5.77172e+00  3.53154e-04 -1.63332e+00  6.31548e-05 -5.57608e-03  1.78720e-05 -1.57796e-03 -7.85464e-03  5.65195e-05 -1.07189e-06  1.11154e-06 -1.32641e-09 -2.73338e-06  3.87186e-06 -2.78608e-08
  16      3	   6.9294239733e-01    4.5194873158e+01     8.22669e+00  6.79525e-02  2.70539e+00  2.23465e-02  2.19537e-04 -5.76361e+00  7.21959e-05 -1.89539e+00  6.31694e-05 -1.28545e-02  2.07735e-05 -4.22726e-03 -1.83485e-02 -1.51560e-04  1.98529e-06  6.88621e-07 -2.19353e-09 -2.72723e-06  3.91745e-06  3.23582e-08
  16      1	   6.9295557240e-01    4.5194875011e+01     8.13248e+00 -5.96993e-02  2.60660e+00 -1.91347e-02  1.13639e-03 -5.77234e+00  3.64234e-04 -1.85013e+00  6.45384e-05 -1.30887e-02  2.06857e-05 -4.19515e-03 -1.84396e-02  1.35362e-04 -1.09155e-06  1.11194e-06 -1.76936e-09 -2.73398e-06  3.87259e-06 -2.84281e-08
  17      4	   7.0638462921e-01    4.5194630911e+01     8.32578e+00  1.54620e-01  2.87182e+00  5.33335e-02 -7.10320e-03 -5.89077e+00 -2.45012e-03 -2.03191e+00  3.62153e-05 -2.25721e-02  1.24918e-05 -7.78582e-03 -3.19116e-02 -5.92640e-04 -2.08391e-06 -1.53007e-06  2.84065e-09 -2.79925e-06  3.96460e-06  7.36277e-08
  17      2	   7.0639348728e-01    4.5194629522e+01     8.16658e+00 -8.54557e-02  2.64390e+00 -2.76660e-02 -6.15399e-03 -5.79506e+00 -1.99234e-03 -1.87613e+00  3.82360e-05 -2.25867e-02  1.23788e-05 -7.31238e-03 -3.18363e-02  3.33136e-04  1.32984e-06 -1.22236e-06 -2.86970e-09 -2.75212e-06  3.88879e-06 -4.06926e-08
  17      3	   7.0639492502e-01    4.5194630614e+01     8.22224e+00  6.68836e-02  2.75021e+00  2.23715e-02 -1.00732e-04 -5.76209e+00 -3.36933e-05 -1.92733e+00  6.22573e-05 -2.22763e-02  2.08241e-05 -7.45107e-03 -3.17875e-02 -2.58575e-04  1.96172e-06  6.88197e-07 -3.30052e-09 -2.73462e-06  3.91529e-06  3.18488e-08
  17      1	   7.0639753591e-01    4.5194635017e+01     8.13490e+00 -6.08114e-02  2.62556e+00 -1.96270e-02  1.41352e-03 -5.77316e+00  4.56218e-04 -1.86330e+00  6.75218e-05 -2.26317e-02  2.17929e-05 -7.30445e-03 -3.18889e-02  2.38380e-04 -1.11483e-06  1.11227e-06 -2.12001e-09 -2.73463e-06  3.87370e-06 -2.89573e-08
  18      3	   7.5053813208e-01    4.5195839585e+01     8.20774e+00  6.33377e-02  2.63765e+00  2.03543e-02 -1.25930e-03 -5.75666e+00 -4.04690e-04 -1.84997e+00  5.09163e-05 -5.31157e-02  1.63625e-05 -1.70693e-02 -7.57257e-02 -5.84364e-04  1.88569e-06  6.86732e-07 -6.97930e-09 -2.73427e-06  3.90812e-06  3.01581e-08
  18      2	   7.5054130990e-01    4.5195844477e+01     8.15655e+00 -8.80458e-02  2.41437e+00 -2.60619e-02 -1.64403e-02 -5.79108e+00 -4.86640e-03 -1.71418e+00 -9.07170e-05 -5.38462e-02 -2.68526e-05 -1.59387e-02 -7.58409e-02  8.18662e-04  1.25284e-06 -1.22206e-06 -6.22173e-09 -2.74475e-06  3.88374e-06 -4.19231e-08
  18      4	   7.5054465732e-01    4.5195844740e+01     8.34095e+00  1.52305e-01  2.81444e+00  5.13916e-02 -1.89631e-02 -5.89542e+00 -6.39864e-03 -1.98926e+00 -1.09875e-04 -5.39146e-02 -3.70746e-05 -1.81921e-02 -7.62825e-02 -1.39291e-03 -2.16240e-06 -1.53083e-06  2.18214e-09 -2.79469e-06  3.97155e-06  7.25200e-08
  18      1	   7.5055554572e-01    4.5195840979e+01     8.14262e+00 -6.41897e-02  2.43574e+00 -1.92014e-02  2.61732e-03 -5.77527e+00  7.82932e-04 -1.72758e+00  8.65196e-05 -5.40197e-02  2.58810e-05 -1.61592e-02 -7.61556e-02  6.00347e-04 -1.19029e-06  1.11324e-06 -3.18272e-09 -2.73666e-06  3.87710e-06 -3.05640e-08
  19      4	   5.9192232774e-01    4.5184682163e+01     8.28619e+00  1.59223e-01  3.85784e+00  7.41299e-02  2.12232e-02 -5.87707e+00  9.88099e-03 -2.73621e+00 -1.47860e-04  5.84286e-02 -6.88399e-05  2.72028e-02  8.23618e-02  1.58262e-03 -1.88478e-06 -1.52716e-06  3.67724e-09 -2.78368e-06  3.94542e-06  7.58130e-08
  19      1	   5.9193985107e-01    4.5184688669e+01     8.11435e+00 -5.30709e-02  4.01336e+00 -2.62489e-02 -2.71168e-03 -5.76615e+00 -1.34119e-03 -2.85194e+00  8.93835e-05  5.86027e-02  4.42091e-05  2.89849e-02  8.24601e-02 -5.39315e-04 -9.23715e-07  1.11041e-06  2.53539e-10 -2.72962e-06  3.86358e-06 -2.52690e-08
  20      4	   6.1233359448e-01    4.5186313880e+01     8.29364e+00  1.58368e-01  3.71094e+00  7.08608e-02  1.61234e-02 -5.87999e+00  7.21434e-03 -2.63097e+00 -5.75969e-05  4.40507e-02 -2.57714e-05  1.97102e-02  6.21198e-02  1.18619e-03 -1.92028e-06 -1.52770e-06  3.54336e-09 -2.78510e-06  3.94913e-06  7.54093e-08
  20      2	   6.1234143039e-01    4.5186308850e+01     8.18704e+00 -8.00300e-02  3.85651e+00 -3.76982e-02  1.53561e-02 -5.80235e+00  7.23349e-03 -2.73320e+00 -5.43723e-05  4.41137e-02 -2.56121e-05  2.07798e-02  6.22333e-02 -6.08341e-04  1.49084e-06 -1.22244e-06  4.37549e-09 -2.75219e-06  3.89836e-06 -3.81071e-08
  20      3	   6.1234334067e-01    4.5186305098e+01     8.25213e+00  7.46073e-02  3.74845e+00  3.38897e-02  2.64507e-03 -5.77255e+00  1.20150e-03 -2.62213e+00  4.29071e-05  4.35750e-02  1.94902e-05  1.97936e-02  6.22882e-02  5.63150e-04  2.12062e-06  6.91808e-07  4.72750e-09 -2.73548e-06  3.92936e-06  3.55255e-08
  20      1	   6.1234720548e-01    4.5186312018e+01     8.11841e+00 -5.44654e-02  3.78011e+00 -2.53603e-02 -1.99574e-03 -5.76787e+00 -9.29261e-04 -2.68565e+00  7.71322e-05  4.41527e-02  3.59145e-05  2.05585e-02  6.21428e-02 -4.16905e-04 -9.57785e-07  1.11073e-06 -1.30701e-10 -2.73801e-06  3.86568e-06 -2.59341e-08
  21      4	   6.2618278074e-01    4.5191347623e+01     8.29845e+00  1.58614e-01  3.09495e+00  5.91557e-02  1.40328e-02 -5.88152e+00  5.23360e-03 -2.19354e+00 -1.84626e-05  3.42391e-02 -6.88570e-06  1.27696e-02  4.82979e-02  9.23150e-04 -1.94219e-06 -1.52842e-06  3.86536e-09 -2.78599e-06  3.95151e-06  7.55279e-08
  21      2	   6.2618893852e-01    4.5191343796e+01     8.18479e+00 -8.07542e-02  3.18449e+00 -3.14194e-02  1.25009e-02 -5.80144e+00  4.86378e-03 -2.25719e+00 -1.15232e-05  3.42871e-02 -4.48339e-06  1.33402e-02  4.83643e-02 -4.77179e-04  1.46935e-06 -1.22268e-06  3.28228e-09 -2.75191e-06  3.89738e-06 -3.84529e-08
  21      3	   6.2619036834e-01    4.5191343470e+01     8.24858e+00  7.33836e-02  3.10028e+00  2.75816e-02  2.05032e-03 -5.77116e+00  7.70624e-04 -2.16912e+00  5.08116e-05  3.38726e-02  1.90978e-05  1.27312e-02  4.84108e-02  4.30690e-04  2.09947e-06  6.91062e-07  3.43187e-09 -2.72779e-06  3.92776e-06  3.49436e-08
  21      1	   6.2619749122e-01    4.5191350462e+01     8.12104e+00 -5.48556e-02  3.11727e+00 -2.10564e-02 -9.29187e-04 -5.76857e+00 -3.56669e-04 -2.21427e+00  6.74026e-05  3.43182e-02  2.58726e-05  1.31731e-02  4.83123e-02 -3.26335e-04 -9.78646e-07  1.11070e-06 -2.18080e-10 -2.73845e-06  3.86702e-06 -2.61206e-08
  22      2	   6.3363380875e-01    4.5190243203e+01     8.18272e+00 -8.12189e-02  3.31691e+00 -3.29226e-02  1.06510e-02 -5.80081e+00  4.31743e-03 -2.35139e+00  9.08329e-06  2.90069e-02  3.68197e-06  1.17581e-02  4.09097e-02 -4.06054e-04  1.45557e-06 -1.22257e-06  2.70805e-09 -2.75203e-06  3.89644e-06 -3.86745e-08
  22      3	   6.3363641185e-01    4.5190235660e+01     8.24572e+00  7.28085e-02  3.25359e+00  2.87287e-02  1.92212e-03 -5.77028e+00  7.58428e-04 -2.27683e+00  5.32783e-05  2.86584e-02  2.10225e-05  1.13080e-02  4.09510e-02  3.61593e-04  2.08584e-06  6.90860e-07  2.82675e-09 -2.72777e-06  3.92644e-06  3.46701e-08
  22      4	   6.3363730293e-01    4.5190245929e+01     8.30087e+00  1.57947e-01  3.25709e+00  6.19752e-02  1.15818e-02 -5.88243e+00  4.54445e-03 -2.30814e+00  6.22491e-06  2.89620e-02  2.44253e-06  1.13641e-02  4.08585e-02  7.77447e-04 -1.95616e-06 -1.52845e-06  3.61831e-09 -2.79417e-06  3.95270e-06  7.52111e-08
