    78      36     2  	-5.078e-01  -1.511e+00    -4.553e-01  -2.616e-01   5.251e-01	 1
    79      36     3  	 7.677e-01  -9.389e-01     2.222e-01  -7.401e-02   2.342e-01	 1
    80      36     4  	-1.429e+00  -1.027e+00    -1.606e-01   5.633e-02   1.702e-01	 1
    81      37     2  	-3.581e-01  -1.146e+00    -1.069e-01  -1.619e-01   1.941e-01	 1
    82      37     3  	 9.956e-02  -7.556e-01    -1.551e-01   2.607e-02   1.573e-01	 1
    83      37     4  	-1.427e+00  -8.624e-01    -2.254e-01  -8.881e-02   2.423e-01	 1
    84      38     2  	-5.167e-01  -9.067e-01    -1.396e-02  -2.693e-01   2.697e-01	 1
    85      38     3  	-3.192e-01  -8.399e-01    -2.152e-01  -1.740e-01   2.768e-01	 1
    86      38     4  	-9.617e-01  -4.337e-01     1.380e-01  -1.392e-02   1.387e-01	 1
    87      39     2  	-6.335e-01  -1.222e-01     3.266e-02   2.828e-01   2.847e-01	 1
    88      39     3  	 3.817e-03  -1.192e-01     2.823e-01   5.172e-01   5.892e-01	 1
    89      39     4  	-1.078e+00  -3.110e-01    -6.290e-02  -1.010e-01   1.190e-01	 1
    90      40     2  	-4.147e-01  -7.010e-01     5.486e-02  -2.434e-02   6.001e-02	 1
    91      40     3  	-6.867e-02  -5.800e-01     8.957e-03   6.759e-02   6.818e-02	 1
    92      40     4  	-1.078e+00  -5.142e-01     2.865e-02  -1.719e-02   3.341e-02	 1
    93      41     2  	-1.140e+00   1.191e-01    -4.992e-02  -6.276e-02   8.020e-02	 1
    94      41     3  	-9.371e-01  -4.623e-01    -1.056e-01   2.365e-02   1.083e-01	 1
    95      41     4  	-1.007e+00   3.695e-01    -1.754e-01  -9.089e-03   1.756e-01	 1
    96      42     2  	-5.382e-01  -6.622e-01    -2.911e-02  -4.974e-02   5.763e-02	 1
    97      42     3  	-1.892e-01  -5.422e-01    -3.597e-02   4.736e-02   5.947e-02	 1
    98      42     4  	-1.229e+00  -5.240e-01    -1.495e-01  -3.484e-02   1.535e-01	 1
    99      43     2  	-7.714e-02  -1.297e+00    -1.498e-01   8.266e-02   1.711e-01	 1
   100      43     3  	 7.707e-01  -5.560e-01     1.261e-01   2.035e-01   2.394e-01	 1
   101      43     4  	-1.254e+00  -1.699e+00     1.685e-02  -2.412e-01   2.417e-01	 1
   102      44     3  	-4.904e-01  -5.697e-01     1.752e-02  -5.875e-02   6.131e-02	 1
   103      45     2  	-4.682e-01  -5.417e-01     2.375e-02   8.166e-02   8.504e-02	 1
   104      45     3  	-1.234e-01  -3.702e-01     5.244e-02   1.488e-01   1.578e-01	 1
   105      45     4  	-1.185e+00  -6.668e-01    -1.098e-01  -7.668e-02   1.339e-01	 1
   106      46     2  	-6.968e-01   7.406e-01     5.838e-01   2.828e-01   6.487e-01	 1
   107      46     3  	-1.423e+00  -7.273e-01    -2.778e-01  -4.051e-01   4.912e-01	 1
   108      47     3  	 1.340e-01   1.536e-01     2.362e-02  -2.673e-02   3.567e-02	 1
   109      47     4  	-7.963e-01   5.568e-01    -8.193e-02   4.034e-02   9.132e-02	 1
   110      48     3  	-1.847e-02  -4.653e-02    -4.984e-02   1.443e-01   1.527e-01	 1
   111      48     4  	-1.707e-01   6.731e-01     7.814e-02   1.094e-01   1.344e-01	 1
   112      49     3  	-1.409e-02  -1.085e-01     8.355e-03   1.377e-01   1.380e-01	 1
   113      49     4  	 1.364e-02   3.235e-01     1.331e-01  -2.042e-01   2.437e-01	 1
   114      50     3  	 3.739e-02   6.687e-01    -5.820e-02   1.358e-01   1.477e-01	 1
   115      51     3  	 2.372e-01   2.421e-01     1.426e-01  -1.029e-01   1.759e-01	 1
   116      51     4  	-9.517e-01   3.037e-01    -1.201e-01  -1.037e-01   1.586e-01	 1
   117      52     3  	-4.948e-02  -1.091e-01     1.426e-03  -1.114e-01   1.114e-01	 1
   118      52     4  	-4.664e-01   5.280e-01    -1.259e-01   6.489e-02   1.416e-01	 1
   119      53     3  	-3.694e-02   9.729e-02    -4.653e-02  -5.654e-02   7.322e-02	 1
   120      53     4  	-6.168e-01   2.496e-01    -8.660e-02  -1.402e-01   1.648e-01	 1
   121      54     3  	-3.295e-02   3.343e-01     9.328e-03   2.511e-02   2.679e-02	 1
   122      54     4  	-6.686e-01   1.943e-01    -1.874e-02  -1.814e-01   1.824e-01	 1
   123      55     3  	-2.064e-01  -9.119e-01     1.627e-02  -1.870e-01   1.877e-01	 1
   124      55     4  	 5.146e-01   7.665e-01    -1.237e-01   3.084e-01   3.322e-01	 1
   125      56     3  	-2.110e-02   2.622e-01     3.105e-02   5.907e-02   6.674e-02	 1
   126      57     3  	-1.567e-01   2.839e-02     3.795e-03   2.672e-02   2.699e-02	 1
   127      58     3  	 2.206e-01   2.299e-01     2.768e-02   7.321e-02   7.826e-02	 1
   128      59     3  	 2.141e-03  -4.872e-01    -7.789e-02   5.960e-02   9.807e-02	 1
   129      59     4  	 1.966e-01   3.794e-01     7.166e-02  -1.471e-01   1.636e-01	 1
   130      60     3  	 1.725e-01  -8.238e-02    -8.585e-04  -1.565e-03   1.785e-03	 1
   131      60     4  	-4.720e-01   3.581e-01    -2.836e-02  -8.702e-02   9.152e-02	 1
   132      61     3  	 4.243e-01   1.285e+00     1.123e-02   4.691e-02   4.823e-02	 1
   133      61     4  	-2.166e+00  -8.683e-03    -1.303e-01  -2.345e-01   2.682e-01	 1
   134      62     3  	 7.600e-02   1.620e-01    -3.537e-02  -4.938e-02   6.074e-02	 1
   135      62     4  	-8.016e-01   3.193e-01    -9.703e-02  -1.042e-01   1.424e-01	 1
   136      63     3  	-2.070e-01  -8.693e-01    -1.325e-01  -9.482e-02   1.629e-01	 1
   137      63     4  	 4.906e-01   4.756e-01    -3.998e-02  -3.406e-02   5.253e-02	 1
   138      64     3  	-1.650e-01  -4.926e-01    -1.564e-01  -5.754e-03   1.565e-01	 1
   139      64     4  	 1.906e-01   3.402e-01    -6.215e-03  -6.844e-02   6.873e-02	 1
   140      65     3  	 2.834e-01   4.569e-01     1.319e-01   7.372e-02   1.511e-01	 1
   141      65     4  	-8.275e-01   7.681e-03     2.684e-02  -2.512e-01   2.526e-01	 1
   142      66     3  	 4.678e-01   5.300e-01     2.485e-01  -1.037e-01   2.693e-01	 1
   143      66     4  	-1.261e+00  -2.644e-01    -1.002e-01  -4.465e-01   4.576e-01	 1
   144      67     3  	 9.367e-02  -7.411e-01     9.378e-02  -4.783e-01   4.874e-01	 1
   145      67     4  	-2.893e-01  -3.527e-01    -2.877e-01  -6.380e-01   6.998e-01	 1
   146      68     3  	 1.714e-03  -1.309e-01     1.806e-02  -3.802e-02   4.209e-02	 1
   147      68     4  	-1.930e-01   3.763e-02    -2.060e-02  -2.373e-01   2.382e-01	 1
   148      69     3  	 3.937e-03  -1.094e-01     1.012e-02   5.590e-02   5.681e-02	 1
   149      69     4  	 5.210e-03  -1.872e-01     8.113e-02  -4.124e-01   4.203e-01	 1
   150      70     3  	 3.134e-01   1.829e-01    -8.896e-03   1.460e-01   1.463e-01	 1
   151      70     4  	-6.927e-01   8.043e-01     3.101e-03   3.896e-01   3.896e-01	 1
   152      71     3  	 2.260e-01  -4.142e-01     7.980e-03  -3.545e-02   3.634e-02	 1
   153      71     4  	-1.310e-01   5.833e-02     1.007e-02  -3.692e-01   3.693e-01	 1
   154      72     3  	-2.756e-02  -6.344e-01    -1.431e-01   5.291e-02   1.526e-01	 1
   155      72     4  	 3.307e-01   4.474e-01     4.848e-02  -1.382e-02   5.041e-02	 1
   156      73     3  	 1.660e-01   2.861e-02    -1.152e-01   2.957e-02   1.189e-01	 1
   157      73     4  	-6.392e-01   4.101e-01    -6.460e-02   8.188e-02   1.043e-01	 1
   158      74     3  	 9.815e-02  -1.762e-01    -5.102e-02   1.732e-01   1.805e-01	 1
   159      74     4  	 4.639e-02   3.532e-01     1.184e-01   6.604e-03   1.185e-01	 1
   160      75     3  	 2.363e-01   1.289e-01     1.042e-02  -1.233e-02   1.614e-02	 1
   161      75     4  	-7.167e-01   2.289e-01    -7.472e-02  -1.224e-02   7.572e-02	 1
   162      76     3  	-3.347e-01  -8.461e-01    -2.646e-01  -1.011e-02   2.648e-01	 1
   163      76     4  	 6.599e-01   3.412e-01     1.129e-02  -6.212e-02   6.314e-02	 1
   164      77     3  	-2.979e-02  -8.660e-01     1.982e-02  -2.483e-02   3.178e-02	 1
   165      77     4  	 7.872e-01  -1.100e-01     9.213e-02  -3.933e-01   4.040e-01	 1
   166      78     3  	-3.037e-01  -2.582e+00     1.543e-01  -3.407e-01   3.740e-01	 1
   167      79     3  	 3.389e-01  -1.693e-01    -1.770e-02   5.201e-02   5.494e-02	 1
   168      80     3  	 3.760e-01   1.520e-01     2.118e-02   8.229e-02   8.497e-02	 1
   169      81     3  	 3.374e-01   7.492e-02    -7.142e-02   1.512e-01   1.673e-01	 1
   170      81     4  	-5.323e-01   2.809e-01     4.753e-02   6.107e-03   4.792e-02	 1
   171      82     3  	 3.849e-01   1.881e-02     1.676e-02   9.274e-02   9.424e-02	 1
   172      82     4  	-5.128e-01   2.819e-01     1.481e-02   4.462e-02   4.701e-02	 1
   173      83     3  	 5.073e-01   5.057e-01     8.909e-02  -6.232e-02   1.087e-01	 1
   174      83     4  	-1.438e+00   2.231e-01    -1.668e-01   3.414e-02   1.703e-01	 1
   175      84     3  	 2.182e-01  -2.197e-01    -7.800e-02  -9.663e-02   1.242e-01	 1
   176      84     4  	-5.285e-01   9.373e-02    -1.175e-01  -1.516e-01   1.918e-01	 1
   177      85     3  	 4.860e-01   1.041e-01     2.359e-01   1.346e-01   2.716e-01	 1
   178      85     4  	-3.513e-01   2.656e-01     8.499e-02   9.712e-02   1.291e-01	 1
   179      86     3  	 1.737e-01   3.765e-01    -9.249e-02  -1.126e-02   9.317e-02	 1
   180      86     4  	-9.829e-01  -7.926e-02    -1.060e-01  -1.562e-01   1.888e-01	 1
   181      87     3  	 4.288e-01  -1.556e+00     4.071e-01  -1.008e+00   1.087e+00	 1
   182      87     4  	-2.326e-01  -7.972e-01    -5.767e-01  -9.900e-01   1.146e+00	 1
   183      88     3  	 4.008e-01  -3.012e-01    -4.256e-02   1.072e-02   4.389e-02	 1
   184      88     4  	-3.961e-01   2.685e-01    -2.874e-02  -5.043e-02   5.804e-02	 1
   185      89     3  	 1.305e+00   5.387e-01     7.166e-01   1.941e-01   7.424e-01	 1
   186      89     4  	-1.024e+00   3.778e-01     1.419e-01   2.058e-01   2.500e-01	 1
   187      90     3  	 4.739e-01   4.085e-01    -5.148e-02   1.211e-01   1.316e-01	 1
   188      90     4  	-1.080e+00   2.213e-01    -2.364e-02   2.379e-02   3.354e-02	 1
   189      91     3  	 1.726e-01   1.113e-02    -1.986e-01   1.584e-01   2.540e-01	 1
   190      91     4  	-4.348e-01   4.545e-01     1.281e-02   2.179e-01   2.183e-01	 1
   191      92     3  	 3.897e-01  -5.508e-01     5.962e-02  -9.094e-03   6.031e-02	 1
   192      93     3  	 3.475e-01   9.217e-02    -4.854e-02   4.537e-02   6.644e-02	 1
   193      93     4  	-7.076e-01   1.981e-01    -4.780e-02   2.137e-02   5.236e-02	 1
   194      94     3  	 1.426e-01  -2.290e-01    -1.126e-01   2.033e-01   2.324e-01	 1
   195      94     4  	 8.910e-02   4.619e-01     9.879e-02   2.506e-01   2.694e-01	 1
   196      95     3  	 3.527e-01   4.041e-02    -1.489e-02  -3.276e-02   3.599e-02	 1
   197      95     4  	-7.426e-01   1.620e-01    -1.083e-01   4.669e-02   1.180e-01	 1
   198      96     3  	 8.488e-01   7.199e-01     2.940e-01   1.728e-01   3.410e-01	 1
   199      96     4  	-1.153e+00  -4.409e-01     9.842e-02  -3.748e-01   3.875e-01	 1
   200      97     3  	-4.119e-02  -6.085e-01    -2.737e-01  -1.563e-01   3.152e-01	 1
   201      97     4  	-1.667e-01   5.687e-01    -2.373e-01   4.347e-01   4.953e-01	 1
   202      98     3  	 3.777e-01   1.920e-01     4.825e-02   3.075e-02   5.722e-02	 1
   203      98     4  	-6.882e-01  -9.173e-02    -3.316e-02  -1.158e-01   1.204e-01	 1
   204      99     4  	-1.446e+00  -2.449e-02    -4.795e-02  -4.799e-02   6.784e-02	 1
   205     100     4  	-9.235e-01   3.530e-01    -7.790e-02   3.317e-02   8.466e-02	 1
   206     101     4  	-1.768e-01   6.956e-01     6.237e-02  -9.104e-02   1.104e-01	 1
   207     102     4  	-1.146e+00  -6.701e-02    -1.142e-02  -8.316e-02   8.394e-02	 1
   208     103     4  	-5.332e-01   3.252e-01     7.039e-04  -4.934e-02   4.934e-02	 1
   209     104     4  	-6.804e-01   1.396e-01     2.066e-02  -9.008e-02   9.242e-02	 1
   210     105     4  	-4.041e-01   6.078e-01    -1.293e-01   1.356e-01   1.873e-01	 1
   211     106     4  	-5.845e-01   1.263e-01     7.116e-03  -6.920e-02   6.956e-02	 1
   212     107     4  	-1.043e+00  -3.662e-02    -1.401e-01   8.732e-02   1.650e-01	 1
   213     108     4  	-4.729e-01  -1.214e-01     6.591e-02  -1.518e-01   1.655e-01	 1
   214     109     4  	-4.854e-01   5.187e-02    -5.015e-02   4.267e-03   5.033e-02	 1
   215     110     4  	-4.467e-01   1.212e+00    -2.456e-01   3.153e-01   3.997e-01	 1
   216     111     4  	-8.105e-01   4.790e-01    -8.348e-02   5.526e-02   1.001e-01	 1
   217     112     4  	-1.475e+00  -1.204e-01    -1.038e-01   1.882e-02   1.055e-01	 1
   218     113     4  	 5.953e-01   1.100e+00     1.097e-01  -9.159e-02   1.429e-01	 1
   219     114     4  	 3.248e-01   8.604e-01     7.381e-02  -7.053e-02   1.021e-01	 1
   220     115     4  	-1.074e+00  -5.092e-01     1.066e-01  -2.488e-01   2.707e-01	 1
   221     116     4  	 1.109e+00   1.153e+00     1.842e-01  -1.600e-01   2.440e-01	 1
   222     117     4  	-6.491e-01  -1.202e-02    -7.940e-03  -5.745e-02   5.799e-02	 1
   223     118     4  	-1.804e-01   1.863e-01     6.216e-02  -1.142e-01   1.300e-01	 1
   224     119     4  	 1.341e+00   7.133e-01     3.873e-01  -4.283e-01   5.774e-01	 1
   225     120     4  	-9.483e-01   7.002e-01    -1.527e-01   1.490e-01   2.134e-01	 1
   226     121     4  	 3.714e-01   1.186e+00     8.089e-02  -5.883e-02   1.000e-01	 1
   227     122     4  	-7.969e-01   3.343e-01    -7.000e-03  -4.613e-02   4.666e-02	 1
   228     123     4  	-5.269e-01   3.135e-01     6.224e-02  -1.230e-01   1.378e-01	 1
   229     124     4  	 2.353e-01   9.359e-01     5.380e-02  -4.498e-02   7.012e-02	 1
   230     125     4  	 9.664e-01   1.218e+00     1.402e-01  -1.049e-01   1.752e-01	 1
   231     126     4  	-1.200e+00  -5.140e-01     5.100e-02  -1.834e-01   1.903e-01	 1
   232     127     4  	 7.837e-01   7.062e-01     2.388e-01  -2.629e-01   3.552e-01	 1
   233     128     4  	-1.719e+00  -1.069e+00     2.456e-02  -2.015e-01   2.030e-01	 1
   234     129     4  	-1.028e-01   1.073e+00     9.523e-03   5.092e-03   1.080e-02	 1
   235     130     4  	-1.164e+00  -3.117e-03     6.348e-02  -1.676e-01   1.792e-01	 1
   236     131     4  	-9.302e-01   2.654e-01    -2.101e-02  -3.536e-02   4.113e-02	 1
   237     132     4  	-1.596e+00  -2.764e-01    -5.575e-02  -5.078e-02   7.541e-02	 1
   238     133     4  	-1.024e+00   1.488e-01    -3.210e-02  -3.113e-02   4.472e-02	 1
   239     134     4  	-5.634e-01   4.999e-01    -7.750e-02   6.579e-02   1.017e-01	 1
   240     135     4  	 3.880e-01   6.626e-01     1.218e-01  -1.344e-01   1.814e-01	 1
   241     136     4  	 5.786e-02   5.531e-01     2.002e-02  -2.525e-02   3.222e-02	 1
   242     137     4  	-6.289e-02   1.203e+00     2.885e-02  -8.764e-03   3.015e-02	 1
   243     138     4  	-2.283e+00  -1.309e-01    -2.927e-01   2.254e-01   3.695e-01	 1
   244     139     4  	-1.533e+00  -1.762e-01     5.969e-03  -1.202e-01   1.203e-01	 1
   245     140     4  	-4.157e-01   5.517e-01     4.301e-03  -2.725e-02   2.758e-02	 1
   246     141     4  	-1.040e+00   5.321e-02    -5.771e-02  -3.898e-03   5.784e-02	 1
   247     142     4  	-2.037e+00  -1.166e+00     9.248e-02  -3.017e-01   3.155e-01	 1
   248     143     4  	-4.899e-03   1.303e+00    -2.729e-01   3.829e-01   4.702e-01	 1
   249     144     4  	 4.733e-01   8.892e-01     6.260e-02  -4.086e-02   7.476e-02	 1
   250     145     4  	-7.223e-01   7.625e-02    -5.174e-02   7.111e-03   5.223e-02	 1
