   8	  2      6.5765355885e-01    4.5191782687e+01     8.17718e+00 -8.26153e-02  3.08227e+00 -3.11407e-02  5.10863e-03 -5.79887e+00  1.92563e-03 -2.18580e+00  5.17488e-05  1.19788e-02  1.95060e-05  4.51524e-03  1.68848e-02 -1.70589e-04  1.41413e-06 -1.22252e-06  8.42226e-10 -2.75206e-06  3.89388e-06 -3.93403e-08
   9	  1      6.4404300248e-01    4.5196366853e+01     8.12407e+00 -5.55718e-02  2.45655e+00 -1.68037e-02  2.22733e-04 -5.76930e+00  6.73498e-05 -1.74451e+00  6.10623e-05  2.16322e-02  1.84639e-05  6.54113e-03  3.04617e-02 -2.08369e-04 -1.00645e-06  1.11075e-06 -4.24029e-10 -2.73909e-06  3.86855e-06 -2.64622e-08
  10	  1      6.0823158382e-01    4.5180889846e+01     8.11734e+00 -5.49086e-02  4.48420e+00 -3.03328e-02 -2.89628e-03 -5.76779e+00 -1.59997e-03 -3.18626e+00  8.54873e-05  4.70778e-02  4.72251e-05  2.60068e-02  6.62514e-02 -4.48145e-04 -9.53908e-07  1.11100e-06 -3.08631e-10 -2.73057e-06  3.86514e-06 -2.61450e-08
  10	  2      6.0821876348e-01    4.5180887553e+01     8.18684e+00 -7.98927e-02  4.56561e+00 -4.45542e-02  1.58798e-02 -5.80250e+00  8.85578e-03 -3.23591e+00 -6.63645e-05  4.70407e-02 -3.70099e-05  2.62335e-02  6.63592e-02 -6.47575e-04  1.49495e-06 -1.22212e-06  4.71854e-09 -2.74501e-06  3.89824e-06 -3.80414e-08
  10	  3      6.0821651900e-01    4.5180881768e+01     8.25223e+00  7.50564e-02  4.45715e+00  4.05390e-02  3.01774e-03 -5.77286e+00  1.62993e-03 -3.11801e+00  3.85814e-05  4.64677e-02  2.08384e-05  2.50979e-02  6.64199e-02  6.04111e-04  2.12459e-06  6.92236e-07  5.27213e-09 -2.73564e-06  3.92938e-06  3.57391e-08
  10	  4      6.0821914971e-01    4.5180892153e+01     8.29206e+00  1.57470e-01  4.40293e+00  8.36138e-02  1.53766e-02 -5.87965e+00  8.16469e-03 -3.12199e+00 -5.96645e-05  4.69733e-02 -3.16808e-05  2.49420e-02  6.62326e-02  1.25779e-03 -1.91601e-06 -1.52711e-06  3.05941e-09 -2.78494e-06  3.94835e-06  7.49813e-08
  11	  1      6.5633175317e-01    4.5193391722e+01     8.12605e+00 -5.69761e-02  2.82952e+00 -1.98393e-02  6.89292e-05 -5.77023e+00  2.40014e-05 -2.00922e+00  6.17577e-05  1.29163e-02  2.15043e-05  4.49751e-03  1.81902e-02 -1.27540e-04 -1.02935e-06  1.11121e-06 -9.12069e-10 -2.73231e-06  3.86953e-06 -2.71312e-08
  11	  2      6.5632319827e-01    4.5193392057e+01     8.17787e+00 -8.25045e-02  2.87571e+00 -2.90123e-02  5.55509e-03 -5.79904e+00  1.95342e-03 -2.03920e+00  4.99285e-05  1.29216e-02  1.75571e-05  4.54382e-03  1.82152e-02 -1.83768e-04  1.41741e-06 -1.22263e-06  9.38733e-10 -2.75192e-06  3.89420e-06 -3.92876e-08
  11	  3      6.5632436528e-01    4.5193388662e+01     8.23862e+00  7.09170e-02  2.86328e+00  2.46467e-02  1.20110e-03 -5.76774e+00  4.17435e-04 -2.00454e+00  6.01104e-05  1.27817e-02  2.08909e-05  4.44218e-03  1.82564e-02  1.57150e-04  2.04819e-06  6.89918e-07  8.62926e-10 -2.73500e-06  3.92314e-06  3.37700e-08
  11	  4      6.5631711573e-01    4.5193392904e+01     8.30849e+00  1.57282e-01  2.90586e+00  5.50088e-02  6.38115e-03 -5.88494e+00  2.23178e-03 -2.05823e+00  4.93314e-05  1.28863e-02  1.72535e-05  4.50693e-03  1.81835e-02  3.44219e-04 -1.99497e-06 -1.52914e-06  3.54850e-09 -2.78808e-06  3.95641e-06  7.48960e-08
  12	  1      6.8608184557e-01    4.5195977645e+01     8.13143e+00 -5.89916e-02  2.46904e+00 -1.79123e-02  1.13926e-03 -5.77196e+00  3.45926e-04 -1.75261e+00  6.35735e-05 -8.20303e-03  1.93035e-05 -2.49078e-03 -1.15556e-02  8.38326e-05 -1.07904e-06  1.11171e-06 -1.50995e-09 -2.73361e-06  3.87210e-06 -2.80911e-08
  12	  2      6.8606872825e-01    4.5195979448e+01     8.17155e+00 -8.42222e-02  2.49910e+00 -2.57576e-02 -1.25243e-03 -5.79678e+00 -3.83029e-04 -1.77283e+00  6.04933e-05 -8.17706e-03  1.85006e-05 -2.50078e-03 -1.15338e-02  1.18876e-04  1.36645e-06 -1.22259e-06 -1.32541e-09 -2.74438e-06  3.89121e-06 -4.01057e-08
  12	  3      6.8606724330e-01    4.5195975136e+01     8.22933e+00  6.84787e-02  2.55346e+00  2.12481e-02  3.34109e-04 -5.76449e+00  1.03670e-04 -1.78865e+00  6.31658e-05 -8.04909e-03  1.95996e-05 -2.49753e-03 -1.14915e-02 -9.56249e-05  1.99791e-06  6.88791e-07 -1.63354e-09 -2.73473e-06  3.91872e-06  3.26089e-08
  12	  4      6.8607172905e-01    4.5195982029e+01     8.31883e+00  1.56088e-01  2.64641e+00  4.96551e-02 -9.87922e-04 -5.88840e+00 -3.14280e-04 -1.87323e+00  6.20083e-05 -8.18145e-03  1.97262e-05 -2.60270e-03 -1.15679e-02 -2.17051e-04 -2.04675e-06 -1.52988e-06  3.35329e-09 -2.79015e-06  3.96134e-06  7.43275e-08
  13	  1      6.8720442480e-01    4.5192892039e+01     8.13122e+00 -5.95200e-02  2.86908e+00 -2.10015e-02  7.10865e-04 -5.77199e+00  2.50827e-04 -2.03663e+00  6.30620e-05 -9.01100e-03  2.22512e-05 -3.17951e-03 -1.26935e-02  9.29150e-05 -1.08283e-06  1.11193e-06 -1.76121e-09 -2.73380e-06  3.87200e-06 -2.83427e-08
  13	  2      6.8719101110e-01    4.5192892486e+01     8.17043e+00 -8.43476e-02  2.89513e+00 -2.98879e-02 -1.76679e-03 -5.79646e+00 -6.26048e-04 -2.05393e+00  5.95202e-05 -8.96149e-03  2.10905e-05 -3.17544e-03 -1.26386e-02  1.30474e-04  1.36271e-06 -1.22239e-06 -1.42739e-09 -2.75214e-06  3.89067e-06 -4.01654e-08
  13	  3      6.8718944282e-01    4.5192888300e+01     8.22802e+00  6.84550e-02  2.96061e+00  2.46315e-02  4.62319e-04 -5.76414e+00  1.66352e-04 -2.07406e+00  6.33993e-05 -8.81823e-03  2.28124e-05 -3.17298e-03 -1.25883e-02 -1.04732e-04  1.99415e-06  6.88912e-07 -1.69555e-09 -2.72733e-06  3.91809e-06  3.25976e-08
  13	  4      6.8719366676e-01    4.5192892874e+01     8.31890e+00  1.55376e-01  3.04743e+00  5.69181e-02 -2.36835e-03 -5.88848e+00 -8.67589e-04 -2.15710e+00  5.97663e-05 -8.99172e-03  2.18940e-05 -3.29390e-03 -1.27125e-02 -2.37438e-04 -2.05055e-06 -1.52959e-06  2.94305e-09 -2.79027e-06  3.96137e-06  7.39882e-08
  14	  1      6.1526651006e-01    4.5168497225e+01     8.11711e+00 -5.72422e-02  6.08377e+00 -4.29030e-02 -4.58125e-03 -5.76830e+00 -3.43364e-03 -4.32334e+00  9.52537e-05  4.20643e-02  7.13926e-05  3.15271e-02  5.91899e-02 -4.17407e-04 -9.73414e-07  1.11194e-06 -1.13165e-09 -2.73146e-06  3.86508e-06 -2.72565e-08
  14	  2      6.1525141994e-01    4.5168494767e+01     8.18192e+00 -8.05536e-02  6.15734e+00 -6.06209e-02  1.31966e-02 -5.80124e+00  9.93115e-03 -4.36575e+00 -3.33953e-05  4.20840e-02 -2.51318e-05  3.16705e-02  5.93441e-02 -5.84258e-04  1.47537e-06 -1.22129e-06  4.25842e-09 -2.75331e-06  3.89595e-06 -3.83566e-08
  14	  3      6.1525491573e-01    4.5168490493e+01     8.24629e+00  7.47488e-02  6.09400e+00  5.52393e-02  3.45624e-03 -5.77143e+00  2.55416e-03 -4.26508e+00  3.79263e-05  4.15826e-02  2.80275e-05  3.07295e-02  5.94099e-02  5.38526e-04  2.10504e-06  6.92628e-07  5.31313e-09 -2.73586e-06  3.92660e-06  3.55930e-08
  15	  1      6.5510742482e-01    4.5166242145e+01     8.12245e+00 -6.07549e-02  6.35333e+00 -4.75221e-02 -3.99005e-03 -5.77000e+00 -3.12099e-03 -4.51326e+00  7.13639e-05  1.37066e-02  5.58204e-05  1.07212e-02  1.92954e-02 -1.44326e-04 -1.04352e-06  1.11294e-06 -2.43032e-09 -2.74095e-06  3.86781e-06 -2.89306e-08
  15	  2      6.5509886045e-01    4.5166243254e+01     8.17074e+00 -8.29540e-02  6.37646e+00 -6.47374e-02  3.63127e-03 -5.79724e+00  2.83385e-03 -4.52418e+00  5.35562e-05  1.38833e-02  4.17953e-05  1.08345e-02  1.95603e-02 -1.98587e-04  1.40398e-06 -1.22089e-06  1.08754e-09 -2.74613e-06  3.89081e-06 -3.95016e-08
  15	  3      6.5510019328e-01    4.5166238190e+01     8.23098e+00  7.15856e-02  6.43180e+00  5.59380e-02  2.58218e-03 -5.76611e+00  2.01775e-03 -4.50572e+00  5.65437e-05  1.37736e-02  4.41840e-05  1.07629e-02  1.96606e-02  1.70991e-04  2.03446e-06  6.91356e-07  2.03795e-09 -2.73562e-06  3.91949e-06  3.40883e-08
  15	  4      6.5509879283e-01    4.5166246160e+01     8.30554e+00  1.51652e-01  6.40273e+00  1.16909e-01 -2.70140e-03 -5.88449e+00 -2.08250e-03 -4.53635e+00  6.95393e-05  1.36341e-02  5.36077e-05  1.05105e-02  1.92339e-02  3.51196e-04 -2.00846e-06 -1.52644e-06  7.04025e-10 -2.78878e-06  3.95500e-06  7.22151e-08
  16	  2      6.5355820069e-01    4.5167648805e+01     8.17146e+00 -8.28350e-02  6.19745e+00 -6.28242e-02  4.10963e-03 -5.79744e+00  3.11685e-03 -4.39693e+00  5.16438e-05  1.49740e-02  3.91680e-05  1.13567e-02  2.10987e-02 -2.13879e-04  1.40751e-06 -1.22099e-06  1.19743e-09 -2.75357e-06  3.89114e-06 -3.94448e-08
  16	  3      6.5356112006e-01    4.5167643488e+01     8.23188e+00  7.16797e-02  6.24603e+00  5.43878e-02  2.55045e-03 -5.76635e+00  1.93518e-03 -4.37528e+00  5.61510e-05  1.48481e-02  4.26052e-05  1.12661e-02  2.11958e-02  1.84565e-04  2.03797e-06  6.91335e-07  2.07118e-09 -2.72813e-06  3.91992e-06  3.41331e-08
  17	  1      6.1945941441e-01    4.5172834960e+01     8.11827e+00 -5.69560e-02  5.51855e+00 -3.87170e-02 -3.83566e-03 -5.76854e+00 -2.60736e-03 -3.92127e+00  8.78488e-05  3.90939e-02  5.97170e-05  2.65748e-02  5.50163e-02 -3.85979e-04 -9.78044e-07  1.11175e-06 -1.04520e-09 -2.73894e-06  3.86566e-06 -2.71204e-08
  17	  2      6.1945094781e-01    4.5172845275e+01     8.18202e+00 -8.07183e-02  5.58937e+00 -5.51410e-02  1.25634e-02 -5.80117e+00  8.58245e-03 -3.96295e+00 -2.23218e-05  3.90916e-02 -1.52487e-05  2.67046e-02  5.51256e-02 -5.43830e-04  1.47048e-06 -1.22155e-06  3.89149e-09 -2.74557e-06  3.89602e-06 -3.84353e-08
  17	  3      6.1945163067e-01    4.5172834595e+01     8.24606e+00  7.43204e-02  5.52673e+00  4.98115e-02  3.13947e-03 -5.77119e+00  2.10416e-03 -3.86801e+00  4.18147e-05  3.86247e-02  2.80253e-05  2.58873e-02  5.51849e-02  4.97375e-04  2.10027e-06  6.92255e-07  4.68603e-09 -2.72826e-06  3.92652e-06  3.53893e-08
  17	  4      6.1944948090e-01    4.5172845204e+01     8.29514e+00  1.55122e-01  5.47198e+00  1.02328e-01  9.46402e-03 -5.88101e+00  6.24304e-03 -3.87947e+00  4.31655e-07  3.90065e-02  2.84746e-07  2.57310e-02  5.50065e-02  1.02864e-03 -1.94073e-06 -1.52653e-06  2.03872e-09 -2.78599e-06  3.94989e-06  7.38645e-08
  18	  1      6.1000739628e-01    4.5183648182e+01     8.11782e+00 -5.46576e-02  4.12643e+00 -2.77834e-02 -2.44530e-03 -5.76780e+00 -1.24299e-03 -2.93187e+00  8.12739e-05  4.58147e-02  4.13129e-05  2.32884e-02  6.44778e-02 -4.34129e-04 -9.55335e-07  1.11086e-06 -2.15209e-10 -2.73054e-06  3.86538e-06 -2.60255e-08
  18	  2      6.0999873543e-01    4.5183640934e+01     8.18700e+00 -7.99436e-02  4.20576e+00 -4.10679e-02  1.56883e-02 -5.80244e+00  8.05926e-03 -2.98078e+00 -6.13966e-05  4.57777e-02 -3.15401e-05  2.35165e-02  6.45795e-02 -6.30596e-04  1.49342e-06 -1.22228e-06  4.57468e-09 -2.75237e-06  3.89833e-06 -3.80658e-08
  18	  3      6.1000219862e-01    4.5183638189e+01     8.25227e+00  7.48533e-02  4.09672e+00  3.71598e-02  2.83609e-03 -5.77273e+00  1.40794e-03 -2.86579e+00  4.06593e-05  4.52172e-02  2.01847e-05  2.24474e-02  6.46344e-02  5.86278e-04  2.12312e-06  6.92029e-07  5.00957e-09 -2.73556e-06  3.92941e-06  3.56425e-08
  18	  4      6.0999485139e-01    4.5183649867e+01     8.29275e+00  1.57946e-01  4.04995e+00  7.71363e-02  1.58448e-02 -5.87978e+00  7.73817e-03 -2.87152e+00 -5.99932e-05  4.57099e-02 -2.92990e-05  2.23235e-02  6.44551e-02  1.22763e-03 -1.91761e-06 -1.52740e-06  3.31033e-09 -2.78500e-06  3.94869e-06  7.52079e-08
  19	  1      6.1243312876e-01    4.5193043434e+01     8.11848e+00 -5.35181e-02  2.91433e+00 -1.92116e-02 -9.98606e-04 -5.76734e+00 -3.58474e-04 -2.07033e+00  6.94846e-05  4.40631e-02  2.49432e-05  1.58175e-02  6.20230e-02 -4.08861e-04 -9.54014e-07  1.11030e-06  1.98885e-10 -2.73772e-06  3.86572e-06 -2.54831e-08
  19	  2      6.1241614419e-01    4.5193041931e+01     8.18808e+00 -7.98953e-02  2.97717e+00 -2.90498e-02  1.59061e-02 -5.80224e+00  5.78343e-03 -2.10968e+00 -5.84850e-05  4.40904e-02 -2.12651e-05  1.60312e-02  6.22095e-02 -6.07008e-04  1.49474e-06 -1.22285e-06  4.28012e-09 -2.74416e-06  3.89886e-06 -3.80430e-08
  19	  3      6.1241905628e-01    4.5193037851e+01     8.25333e+00  7.44521e-02  2.86596e+00  2.58534e-02  2.30133e-03 -5.77241e+00  7.99136e-04 -2.00446e+00  4.55125e-05  4.35665e-02  1.58042e-05  1.51284e-02  6.22866e-02  5.61882e-04  2.12457e-06  6.91452e-07  4.51019e-09 -2.72784e-06  3.92993e-06  3.54516e-08
  19	  4      6.1241834396e-01    4.5193047969e+01     8.29351e+00  1.59776e-01  2.83162e+00  5.45518e-02  1.84486e-02 -5.87949e+00  6.29882e-03 -2.00741e+00 -7.46533e-05  4.39312e-02 -2.54886e-05  1.49992e-02  6.19555e-02  1.19359e-03 -1.91665e-06 -1.52833e-06  4.29041e-09 -2.78498e-06  3.94907e-06  7.60800e-08
  20	  1      6.2963530310e-01    4.5191233109e+01     8.12151e+00 -5.51474e-02  3.13034e+00 -2.12559e-02 -8.67339e-04 -5.76873e+00 -3.34306e-04 -2.22349e+00  6.66703e-05  3.18736e-02  2.56973e-05  1.22853e-02  4.48724e-02 -3.04694e-04 -9.84646e-07  1.11078e-06 -3.33562e-10 -2.73862e-06  3.86727e-06 -2.62597e-08
  20	  2      6.2962427164e-01    4.5191228608e+01     8.18385e+00 -8.09601e-02  3.19387e+00 -3.15959e-02  1.16810e-02 -5.80112e+00  4.55868e-03 -2.26397e+00 -1.79112e-06  3.18555e-02 -6.99013e-07  1.24321e-02  4.49314e-02 -4.44489e-04  1.46323e-06 -1.22265e-06  3.00746e-09 -2.75193e-06  3.89695e-06 -3.85511e-08
  20	  3      6.2962081727e-01    4.5191225582e+01     8.24729e+00  7.31096e-02  3.11975e+00  2.76556e-02  1.97091e-03 -5.77072e+00  7.45549e-04 -2.18293e+00  5.20851e-05  3.14773e-02  1.97026e-05  1.19071e-02  4.49841e-02  3.98772e-04  2.09343e-06  6.90948e-07  3.14003e-09 -2.72777e-06  3.92717e-06  3.48132e-08
  20	  4      6.2963403751e-01    4.5191238509e+01     8.29951e+00  1.58389e-01  3.11705e+00  5.94863e-02  1.30384e-02 -5.88188e+00  4.89684e-03 -2.20906e+00 -7.22811e-06  3.17882e-02 -2.71466e-06  1.19387e-02  4.48432e-02  8.55796e-04 -1.94843e-06 -1.52847e-06  3.77740e-09 -2.78623e-06  3.95203e-06  7.54214e-08
  21	  1      6.5476039510e-01    4.5191750607e+01     8.12571e+00 -5.70831e-02  3.04261e+00 -2.13743e-02 -2.09377e-04 -5.77022e+00 -7.83997e-05 -2.16061e+00  6.24201e-05  1.40347e-02  2.33727e-05  5.25519e-03  1.97644e-02 -1.38844e-04 -1.02760e-06  1.11129e-06 -9.67869e-10 -2.73231e-06  3.86936e-06 -2.71821e-08
  21	  2      6.5474788111e-01    4.5191753004e+01     8.17792e+00 -8.24439e-02  3.09094e+00 -3.11606e-02  5.79090e-03 -5.79914e+00  2.18874e-03 -2.19185e+00  4.82926e-05  1.40352e-02  1.82528e-05  5.30478e-03  1.97854e-02 -1.99461e-04  1.41922e-06 -1.22254e-06  1.06773e-09 -2.74452e-06  3.89423e-06 -3.92586e-08
  21	  3      6.5474979447e-01    4.5191748008e+01     8.23880e+00  7.10794e-02  3.07682e+00  2.65450e-02  1.32352e-03 -5.76790e+00  4.94275e-04 -2.15405e+00  5.95877e-05  1.38789e-02  2.22533e-05  5.18314e-03  1.98236e-02  1.71026e-04  2.04995e-06  6.90057e-07  1.02667e-09 -2.72758e-06  3.92322e-06  3.38473e-08
  21	  4      6.5474698690e-01    4.5191754889e+01     8.30794e+00  1.57030e-01  3.11499e+00  5.88771e-02  6.24765e-03 -5.88483e+00  2.34250e-03 -2.20646e+00  4.84291e-05  1.40054e-02  1.81581e-05  5.25121e-03  1.97625e-02  3.73536e-04 -1.99309e-06 -1.52895e-06  3.40621e-09 -2.79564e-06  3.95614e-06  7.47760e-08
  22	  1      6.4766783387e-01    4.5186687855e+01     8.12419e+00 -5.72349e-02  3.70276e+00 -2.60859e-02 -1.12175e-03 -5.76999e+00 -5.11259e-04 -2.62978e+00  6.56072e-05  1.90735e-02  2.99018e-05  8.69310e-03  2.68559e-02 -1.89199e-04 -1.01838e-06  1.11146e-06 -1.07090e-09 -2.73967e-06  3.86862e-06 -2.72543e-08
  22	  2      6.4766046497e-01    4.5186684398e+01     8.17853e+00 -8.21234e-02  3.75840e+00 -3.77394e-02  7.04487e-03 -5.79957e+00  3.23743e-03 -2.66516e+00  3.91605e-05  1.90589e-02  1.79960e-05  8.75840e-03  2.68695e-02 -2.69805e-04  1.42875e-06 -1.22226e-06  1.64066e-09 -2.75237e-06  3.89449e-06 -3.91058e-08
  22	  3      6.4766123484e-01    4.5186682421e+01     8.24001e+00  7.17583e-02  3.73457e+00  3.25226e-02  1.75471e-03 -5.76859e+00  7.95276e-04 -2.61446e+00  5.70506e-05  1.88377e-02  2.58567e-05  8.53769e-03  2.69072e-02  2.34323e-04  2.05929e-06  6.90562e-07  1.75172e-09 -2.73523e-06  3.92377e-06  3.41704e-08
