19691.2	1498.97	1485.88	851.442
18568.7	4618.92	1780.27	1545.25
19398.9	398.819	1333.33	1939.59
18587.4	2682.93	2922.91	243.798
20837.6	6064.92	2131.05	418.073
18586	1007.16	2276.96	1719.9
18191	147.356	2294.69	2638.84
15308.4	3720.66	6174.78	605.468
15279.7	3687.76	6188.03	645.31
14657.6	2821.65	6398.82	1641.7
14389.5	2822.27	6634.1	1743.82
14748.3	3012.98	6393.21	1439.56
14215.5	4397.9	7391.84	432.702
13830.6	4273.08	7671.4	691.445
14206	4407.3	7403	428.004
10224.7	7194.84	7673.45	1521.76
12647.5	305.056	7240.26	4649.04
