23430.9	6484.08	152.957	1129.69
23434.9	6469.77	143.287	1141.07
22937.1	6112.55	441.581	1645.7
23126.7	5242.53	351.076	2942.69
21884.5	4784.48	857.721	3214.11
21884.5	4784.48	857.721	3214.11
20727.8	6033.5	2332.25	2571.29
20721	6034.18	2338.56	2573.52
20721	6034.18	2338.56	2573.52
20664.3	6044.35	2392	2586.27
19993.3	6220.44	3045.71	2689.91
19187.6	4308.44	3022.54	4690.16
18959.4	5672.13	3741.69	3563.81
18466.5	4227.21	3620.67	5050.67
18540.5	4655.23	3717.78	4637.2
18540.5	4655.23	3717.24	4637.02
18541.1	4667.89	3724.43	4626.03
17648.2	5230.32	4715.76	4462.54
16671.8	6607.78	6083.12	3631.59
16694.2	6616.87	6066.91	3614.19
16717.9	6601.86	6040.08	3617.79
17342.6	5875.64	5224.88	4013.59
17342.4	5865.92	5221.04	4021.9
17349.2	5827.86	5200.79	4052.95
16697.2	6178.56	5902.08	3997.04
16330.6	5543.45	5978.31	4691.53
17203.1	5364.84	5154.55	4519.7
15960.8	4658.39	5965.08	5602.87
16412.5	8394.99	6995.11	2173.76
16430.8	8384.58	6974.79	2175.49
15912.1	4879.64	6417.95	5448.59
15464.5	4921.31	6494.93	5565.02
15453.6	4914.04	6502.74	5575.41
15441.9	4917.35	6513.23	5576.96
15476.2	4892.97	6474.83	5583.34
15453.8	5340.79	6710.76	5221.72
15819.8	4964.66	6204.44	5388.75
15229	5198.56	6800.64	5412.42
15484.6	4916.6	6475.82	5559.84
14063.3	7071.96	8592.29	4275.97
