19435.2	4636.77	2911.41	211.729
18880.8	3446.41	2917.59	1434.84
18917.9	3458.77	2889.9	1408.92
18920.3	3451.55	2884.55	1414.76
18877.9	3433.31	2915.43	1447.73
19067.9	3486.52	2776.11	1325.91
19074.5	3446.4	2744.52	1352.72
19074.5	3446.4	2744.52	1352.72
18541.9	2670.88	2929.55	2273.31
18501.7	4631.52	3713.1	557.013
17614.2	5223.59	4719.86	407.293
16334.2	1766.22	4515.87	3935.68
17352.4	5719.23	5137.67	65.5227
16340.2	5547.16	5952.65	632.921
16325.9	5854.05	6082.15	368.11
15786.8	4335.13	5972.9	1911.99
15786.8	4335.13	5947.98	1925.17
15832	4399.43	5959.49	1838.36
15832	4399.43	5958.33	1838.15
15700.2	4170.13	5985.94	2088.19
15540.7	6088.92	6855.1	470.415
15555.1	6079.86	6839.36	472.639
15469.8	5862.79	6828.62	701.972
15433	5804.81	6838.1	766.961
15610.6	5461.64	6554.97	994.244
15610.6	5461.64	6554.97	994.244
14930.2	5420.49	7130.35	1299
15322.6	5089	6663.83	1435.2
15274.3	4552.53	6499.09	1925.04
15431.1	5346.94	6740.17	1148.04
15423.5	5325.2	6669.26	1153.16
15428.3	5318.16	6659.6	1190.57
15653.6	5254.35	6438.37	1159.55
15492.7	4983.2	6475.02	1461.75
15271.7	3708.51	6177.94	2595.58
15285.3	3732.52	6180.42	2621.97
15285.3	3732.52	6180.52	2634.55
15310.8	3764.16	6175.6	2661.68
15269.9	3692.79	6176.88	2675.24
15262.6	3706.81	6189.91	2666.01
15061.9	3260.19	6193.51	3138.58
14767.8	3089.2	6385.47	3402.56
14767.8	3089.2	6385.47	3402.56
14760.6	3091.51	6392.38	3403.15
14930.9	2919.84	6178.78	3486.34
14641.7	2845.72	6401.33	3667.02
14763.2	3133.47	6407.22	3365.85
14754.5	3096.65	6399.39	3400.82
14730.8	3032.12	6396.35	3467.22
14755.9	2645.74	6226.46	3794.72
14748	3126.46	6416.96	3378.77
14663.5	3097.2	6479.11	3436.96
14729.3	3002	6385.37	3492.9
14021.2	3152.09	7057.99	3642.06
14679.6	3117.21	6472.58	3411.24
14694.9	3118.56	6457.91	3405.81
13871	5259.87	8011.58	1839.45
13874.4	5237.73	7999.4	1857.58
13874.4	5237.73	7999.4	1857.58
14189.4	4409.89	7402.14	2466.09
13813.2	4288.35	7677.11	2725.64
14015.3	7036.06	8599.18	176.669
12977.9	3820.07	8217.57	3467.51
11949	2915.95	8776.63	4662.14
